forecast_month,Product_ID,Region_ID,Actual_Demand,Model,forecast_demand,Product_Category,Product_Line,Region,evaluation_scope,forecast_error,absolute_error,squared_error,forecast_error_pct,forecast_direction,exception_priority
2025-09-01,P008,R02,10313,Random Forest,9111.403817945944,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-1201.596182054056,1201.596182054056,1443833.3847268843,-11.651276854979695,Underforecast,135
2025-07-01,P005,R04,14274,Random Forest,13085.294814545216,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,-1188.7051854547844,1188.7051854547844,1413020.0179270934,-8.327765065537232,Underforecast,136
2025-12-01,P004,R02,9544,Random Forest,8361.102006193963,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-1182.8979938060365,1182.8979938060365,1399247.663750346,-12.394153329903988,Underforecast,137
2025-11-01,P004,R03,6928,Random Forest,5819.643728754495,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,-1108.356271245505,1108.356271245505,1228453.6240092395,-15.9982140768693,Underforecast,138
2025-08-01,P004,R01,5179,Random Forest,6222.109627580816,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,1043.1096275808159,1043.1096275808159,1088077.6951517884,20.14113974861587,Overforecast,139
2025-08-01,P002,R02,11505,Random Forest,10480.620673201798,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,-1024.3793267982019,1024.3793267982019,1049353.0051715372,-8.903775113413316,Underforecast,140
2025-12-01,P002,R03,8411,Random Forest,7393.088746706453,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,-1017.9112532935469,1017.9112532935469,1036143.3195816394,-12.102143066146082,Underforecast,141
2025-07-01,P002,R04,15238,Random Forest,14226.396361817242,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-1011.603638182758,1011.603638182758,1023341.9207845924,-6.638690367389145,Underforecast,142
2025-12-01,P005,R03,5506,Random Forest,6488.4516240565,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,982.4516240564999,982.4516240564999,965211.1936112542,17.84329139223574,Overforecast,143
2025-08-01,P006,R02,10946,Random Forest,9964.257867285489,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,-981.7421327145112,981.7421327145112,963817.6151468368,-8.968957908957712,Underforecast,144
2025-10-01,P005,R03,8232,Random Forest,7251.583256327002,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,-980.4167436729977,980.4167436729977,961216.9912743644,-11.909824388641857,Underforecast,145
2025-12-01,P008,R03,6157,Random Forest,5203.575445818072,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,-953.4245541819282,953.4245541819282,909018.3805170086,-15.485212833878972,Underforecast,146
2025-08-01,P002,R03,5717,Random Forest,6669.004908271691,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,952.0049082716914,952.0049082716914,906313.3453733916,16.652176111101827,Overforecast,147
2025-10-01,P007,R03,5512,Random Forest,4566.15882705914,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,-945.8411729408599,945.8411729408599,894615.5244301417,-17.1596729488545,Underforecast,148
2025-10-01,P008,R02,11161,Random Forest,10235.77814069264,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-925.2218593073594,925.2218593073594,856035.4889401671,-8.289775641137528,Underforecast,149
2025-10-01,P003,R03,6281,Random Forest,7197.543133813888,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,916.5431338138878,916.5431338138878,840051.3161413823,14.59231227215233,Overforecast,150
2025-11-01,P007,R02,7355,Random Forest,6446.382904167874,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,-908.6170958321263,908.6170958321263,825585.0268384074,-12.353733457948692,Underforecast,151
2025-07-01,P006,R03,4357,Random Forest,5231.651911990789,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,874.6519119907889,874.6519119907889,765015.9671491428,20.07463649278836,Overforecast,152
2025-12-01,P003,R01,9317,Random Forest,10179.07536517649,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,862.0753651764899,862.0753651764899,743173.9352441784,9.252714019281848,Overforecast,153
2025-10-01,P006,R04,12074,Random Forest,12901.952176918949,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,827.9521769189487,827.9521769189487,685504.8072648261,6.857314700339147,Overforecast,154
2025-12-01,P007,R01,9629,Random Forest,8813.292262129895,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-815.7077378701051,815.7077378701051,665379.1136211641,-8.471365020979388,Underforecast,155
2025-08-01,P003,R03,7063,Random Forest,6262.142556273333,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,-800.857443726667,800.857443726667,641372.6451724117,-11.338771679550714,Underforecast,156
2025-12-01,P002,R01,7702,Random Forest,6902.619443295013,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,-799.3805567049867,799.3805567049867,639009.2744379744,-10.37886986113979,Underforecast,157
2025-09-01,P006,R01,3630,Random Forest,4317.843628080253,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,687.8436280802534,687.8436280802534,473128.85669060604,18.94886027769293,Overforecast,158
2025-07-01,P004,R02,7104,Random Forest,6447.111279181595,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-656.8887208184051,656.8887208184051,431502.79153844056,-9.246744380889712,Underforecast,159
2025-09-01,P002,R04,13134,Random Forest,13782.128591791974,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,648.128591791974,648.128591791974,420070.6714982473,4.934738783249384,Overforecast,160
2025-07-01,P007,R01,3730,Random Forest,4375.374610556108,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,645.3746105561077,645.3746105561077,416508.3879504476,17.302268379520314,Overforecast,161
2025-09-01,P001,R02,12766,Random Forest,12141.059153138523,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,-624.9408468614765,624.9408468614765,390551.06207593944,-4.8953536492360685,Underforecast,162
2025-11-01,P007,R01,9025,Random Forest,8407.824071978837,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-617.1759280211627,617.1759280211627,380906.1261287834,-6.8385144379076195,Underforecast,163
2025-08-01,P002,R01,5652,Random Forest,6263.127530123516,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,611.1275301235164,611.1275301235164,373476.85807486944,10.812588997231359,Overforecast,164
2025-10-01,P001,R03,8080,Random Forest,7471.643782265252,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-608.3562177347476,608.3562177347476,370097.2876565276,-7.52916111057856,Underforecast,165
2025-12-01,P006,R03,5429,Random Forest,6021.4286735903,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,592.4286735902997,592.4286735902997,350971.73329196183,10.91229827943083,Overforecast,166
2025-11-01,P008,R04,16208,Random Forest,15661.574112705392,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,-546.4258872946084,546.4258872946084,298581.25030570006,-3.371334447770289,Underforecast,167
2025-11-01,P003,R01,10407,Random Forest,9885.258081950458,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-521.7419180495417,521.7419180495417,272214.6290500147,-5.0133748251133055,Underforecast,168
2025-07-01,P008,R04,12345,Random Forest,12863.633385363988,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,518.633385363988,518.633385363988,268980.58841411094,4.201161485329997,Overforecast,169
2025-11-01,P006,R02,8574,Random Forest,9063.35875628732,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,489.3587562873199,489.3587562873199,239471.99235507258,5.7074732480443195,Overforecast,170
2025-11-01,P001,R01,10025,Random Forest,10477.13700576906,Battery System,EV Component,North America,Final test / rolling one-month-ahead,452.1370057690601,452.1370057690601,204427.8719858111,4.5100948206390035,Overforecast,171
2025-09-01,P003,R03,7599,Random Forest,7172.662040859057,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,-426.337959140943,426.337959140943,181764.05540446436,-5.610448205565771,Underforecast,172
2025-11-01,P005,R03,4876,Random Forest,5276.528489357864,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,400.5284893578637,400.5284893578637,160423.07078729232,8.214284031129282,Overforecast,173
2025-11-01,P005,R04,12639,Random Forest,12963.946264452858,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,324.9462644528576,324.9462644528576,105590.07478186645,2.5709808090264863,Overforecast,174
2025-10-01,P006,R01,5491,Random Forest,5167.018030136533,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,-323.9819698634674,323.9819698634674,104964.3167966127,-5.900236202212118,Underforecast,175
2025-10-01,P008,R03,6211,Random Forest,6527.812308522947,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,316.8123085229472,316.8123085229472,100370.03883163909,5.100826091176094,Overforecast,176
2025-08-01,P008,R03,6378,Random Forest,6691.642596447754,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,313.64259644775393,313.64259644775393,98371.67830648863,4.917569715392818,Overforecast,177
2025-10-01,P004,R03,6061,Random Forest,6360.279894718594,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,299.2798947185938,299.2798947185938,89568.4553827726,4.937797306031906,Overforecast,178
2025-12-01,P003,R03,7006,Random Forest,7292.205698573346,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,286.2056985733461,286.2056985733461,81913.70189585706,4.0851512785233535,Overforecast,179
2025-10-01,P004,R02,9976,Random Forest,9694.987785632253,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-281.0122143677472,281.0122143677472,78967.86462386472,-2.8168826620664316,Underforecast,180
2025-10-01,P005,R01,7559,Random Forest,7283.233771401552,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-275.7662285984479,275.7662285984479,76047.01283541144,-3.6481840005086377,Underforecast,181
2025-09-01,P006,R04,13738,Random Forest,14002.995210317453,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,264.9952103174528,264.9952103174528,70222.46149119105,1.9289213154567826,Overforecast,182
2025-07-01,P005,R03,4545,Random Forest,4770.146189158067,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,225.1461891580666,225.1461891580666,50690.806492399905,4.953711532630728,Overforecast,183
2025-12-01,P008,R04,12527,Random Forest,12743.44196421144,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,216.4419642114408,216.4419642114408,46847.123871706615,1.7278036577906983,Overforecast,184
2025-07-01,P002,R03,6384,Random Forest,6577.736610759336,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,193.73661075933614,193.73661075933614,37533.874348514524,3.034721346480829,Overforecast,185
2025-11-01,P003,R03,6199,Random Forest,6349.516867173373,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,150.5168671733727,150.5168671733727,22655.32730368672,2.4280830323176756,Overforecast,186
2025-10-01,P007,R02,7126,Random Forest,7037.45501370639,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,-88.54498629361024,88.54498629361024,7840.214597735625,-1.2425622550324198,Underforecast,187
2025-09-01,P001,R04,13922,Random Forest,13859.046513124304,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-62.9534868756964,62.9534868756964,3963.1415098084785,-0.4521870914789283,Underforecast,188
2025-10-01,P002,R03,7424,Random Forest,7442.1876628173395,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,18.187662817339515,18.187662817339515,330.79107875723435,0.24498468234562923,Overforecast,189
2025-12-01,P002,R04,13483,Random Forest,13496.78889360003,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,13.78889360003086,13.78889360003086,190.13358671297203,0.10226873544486287,Overforecast,190
2025-11-01,P006,R03,5122,Random Forest,5134.335117909866,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,12.335117909866312,12.335117909866312,152.15513385030465,0.24082619894311427,Overforecast,191
2025-09-01,P004,R02,9286,Random Forest,9279.2230513653,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-6.776948634700602,6.776948634700602,45.92703279737036,-0.0729802782112923,Underforecast,192
