forecast_month,Product_ID,Region_ID,Actual_Demand,Model,forecast_demand,Product_Category,Product_Line,Region,evaluation_scope,forecast_error,absolute_error,squared_error
2025-08-01,P007,R03,1817,Naive Forecast,9510.0,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,7693.0,7693.0,59182249.0
2025-08-01,P007,R03,1817,Random Forest,4447.205482309358,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,2630.2054823093576,2630.2054823093576,6917980.879170201
2025-08-01,P007,R03,1817,Seasonal Naive,7622.0,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,5805.0,5805.0,33698025.0
2025-08-01,P007,R04,9809,Naive Forecast,9075.0,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,-734.0,734.0,538756.0
2025-08-01,P007,R04,9809,Random Forest,14150.199875776998,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,4341.199875776998,4341.199875776998,18846016.361446224
2025-08-01,P007,R04,9809,Seasonal Naive,8995.0,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,-814.0,814.0,662596.0
2025-08-01,P008,R01,3893,Naive Forecast,3169.0,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,-724.0,724.0,524176.0
2025-08-01,P008,R01,3893,Random Forest,5316.005014083141,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,1423.0050140831408,1423.0050140831408,2024943.2701057598
2025-08-01,P008,R01,3893,Seasonal Naive,4764.0,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,871.0,871.0,758641.0
2025-08-01,P008,R02,11121,Naive Forecast,10832.0,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-289.0,289.0,83521.0
2025-08-01,P008,R02,11121,Random Forest,7536.817319277949,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-3584.1826807220514,3584.1826807220514,12846365.48878791
2025-08-01,P008,R02,11121,Seasonal Naive,16629.0,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,5508.0,5508.0,30338064.0
2025-08-01,P008,R03,6378,Naive Forecast,10127.0,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,3749.0,3749.0,14055001.0
2025-08-01,P008,R03,6378,Random Forest,6691.642596447754,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,313.64259644775393,313.64259644775393,98371.67830648863
2025-08-01,P008,R03,6378,Seasonal Naive,4749.0,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,-1629.0,1629.0,2653641.0
2025-08-01,P008,R04,15982,Naive Forecast,12345.0,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,-3637.0,3637.0,13227769.0
2025-08-01,P008,R04,15982,Random Forest,13591.602021824752,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,-2390.3979781752478,2390.3979781752478,5714002.494064312
2025-08-01,P008,R04,15982,Seasonal Naive,9320.0,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,-6662.0,6662.0,44382244.0
2025-09-01,P001,R01,9236,Naive Forecast,13590.0,Battery System,EV Component,North America,Final test / rolling one-month-ahead,4354.0,4354.0,18957316.0
2025-09-01,P001,R01,9236,Random Forest,7052.833245785703,Battery System,EV Component,North America,Final test / rolling one-month-ahead,-2183.166754214297,2183.166754214297,4766217.076706588
2025-09-01,P001,R01,9236,Seasonal Naive,5908.0,Battery System,EV Component,North America,Final test / rolling one-month-ahead,-3328.0,3328.0,11075584.0
2025-09-01,P001,R02,12766,Naive Forecast,8341.0,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,-4425.0,4425.0,19580625.0
2025-09-01,P001,R02,12766,Random Forest,12141.059153138523,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,-624.9408468614765,624.9408468614765,390551.06207593944
2025-09-01,P001,R02,12766,Seasonal Naive,11121.0,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,-1645.0,1645.0,2706025.0
2025-09-01,P001,R03,10957,Naive Forecast,15541.0,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,4584.0,4584.0,21013056.0
2025-09-01,P001,R03,10957,Random Forest,7370.083770799121,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-3586.9162292008787,3586.9162292008787,12865968.03530465
2025-09-01,P001,R03,10957,Seasonal Naive,7048.0,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-3909.0,3909.0,15280281.0
2025-09-01,P001,R04,13922,Naive Forecast,15289.0,Battery System,EV Component,South America,Final test / rolling one-month-ahead,1367.0,1367.0,1868689.0
2025-09-01,P001,R04,13922,Random Forest,13859.046513124304,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-62.9534868756964,62.9534868756964,3963.1415098084785
2025-09-01,P001,R04,13922,Seasonal Naive,18535.0,Battery System,EV Component,South America,Final test / rolling one-month-ahead,4613.0,4613.0,21279769.0
2025-09-01,P002,R01,2160,Naive Forecast,5652.0,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,3492.0,3492.0,12194064.0
2025-09-01,P002,R01,2160,Random Forest,6791.967695505605,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,4631.967695505605,4631.967695505605,21455124.732207503
2025-09-01,P002,R01,2160,Seasonal Naive,12959.0,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,10799.0,10799.0,116618401.0
2025-09-01,P002,R02,6727,Naive Forecast,11505.0,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,4778.0,4778.0,22829284.0
2025-09-01,P002,R02,6727,Random Forest,12929.466468090195,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,6202.466468090195,6202.466468090195,38470590.28778326
2025-09-01,P002,R02,6727,Seasonal Naive,12983.0,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,6256.0,6256.0,39137536.0
2025-09-01,P002,R03,9572,Naive Forecast,5717.0,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,-3855.0,3855.0,14861025.0
2025-09-01,P002,R03,9572,Random Forest,5888.693608048622,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,-3683.306391951378,3683.306391951378,13566745.976989878
2025-09-01,P002,R03,9572,Seasonal Naive,5169.0,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,-4403.0,4403.0,19386409.0
2025-09-01,P002,R04,13134,Naive Forecast,6928.0,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-6206.0,6206.0,38514436.0
2025-09-01,P002,R04,13134,Random Forest,13782.128591791974,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,648.128591791974,648.128591791974,420070.6714982473
2025-09-01,P002,R04,13134,Seasonal Naive,6505.0,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-6629.0,6629.0,43943641.0
2025-09-01,P003,R01,9613,Naive Forecast,5048.0,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-4565.0,4565.0,20839225.0
2025-09-01,P003,R01,9613,Random Forest,8018.6416728036675,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-1594.3583271963325,1594.3583271963325,2541978.475500288
2025-09-01,P003,R01,9613,Seasonal Naive,3887.0,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-5726.0,5726.0,32787076.0
2025-09-01,P003,R02,17143,Naive Forecast,8786.0,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-8357.0,8357.0,69839449.0
2025-09-01,P003,R02,17143,Random Forest,11982.885297632916,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-5160.114702367084,5160.114702367084,26626783.741584938
2025-09-01,P003,R02,17143,Seasonal Naive,12162.0,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-4981.0,4981.0,24810361.0
2025-09-01,P003,R03,7599,Naive Forecast,7063.0,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,-536.0,536.0,287296.0
2025-09-01,P003,R03,7599,Random Forest,7172.662040859057,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,-426.337959140943,426.337959140943,181764.05540446436
2025-09-01,P003,R03,7599,Seasonal Naive,10891.0,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,3292.0,3292.0,10837264.0
2025-09-01,P003,R04,17786,Naive Forecast,13825.0,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-3961.0,3961.0,15689521.0
2025-09-01,P003,R04,17786,Random Forest,13932.27556444944,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-3853.724435550561,3853.724435550561,14851192.02515949
2025-09-01,P003,R04,17786,Seasonal Naive,16385.0,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-1401.0,1401.0,1962801.0
2025-09-01,P004,R01,8446,Naive Forecast,5179.0,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,-3267.0,3267.0,10673289.0
2025-09-01,P004,R01,8446,Random Forest,6744.902605223208,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,-1701.0973947767916,1701.0973947767916,2893732.3465163875
2025-09-01,P004,R01,8446,Seasonal Naive,8407.0,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,-39.0,39.0,1521.0
2025-09-01,P004,R02,9286,Naive Forecast,16181.0,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,6895.0,6895.0,47541025.0
2025-09-01,P004,R02,9286,Random Forest,9279.2230513653,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-6.776948634700602,6.776948634700602,45.92703279737036
2025-09-01,P004,R02,9286,Seasonal Naive,11895.0,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,2609.0,2609.0,6806881.0
2025-09-01,P004,R03,0,Naive Forecast,4661.0,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,4661.0,4661.0,21724921.0
2025-09-01,P004,R03,0,Random Forest,7515.063712814963,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,7515.063712814963,7515.063712814963,56476182.60766821
2025-09-01,P004,R03,0,Seasonal Naive,2386.0,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,2386.0,2386.0,5692996.0
2025-09-01,P004,R04,5721,Naive Forecast,13092.0,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,7371.0,7371.0,54331641.0
2025-09-01,P004,R04,5721,Random Forest,13187.413499281223,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,7466.413499281223,7466.413499281223,55747330.54224888
2025-09-01,P004,R04,5721,Seasonal Naive,16135.0,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,10414.0,10414.0,108451396.0
2025-09-01,P005,R01,10962,Naive Forecast,12247.0,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,1285.0,1285.0,1651225.0
2025-09-01,P005,R01,10962,Random Forest,6773.579113827066,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-4188.420886172934,4188.420886172934,17542869.519729666
2025-09-01,P005,R01,10962,Seasonal Naive,6260.0,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-4702.0,4702.0,22108804.0
2025-09-01,P005,R02,8527,Naive Forecast,13253.0,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,4726.0,4726.0,22335076.0
2025-09-01,P005,R02,8527,Random Forest,6249.293690470227,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-2277.7063095297726,2277.7063095297726,5187946.032471736
2025-09-01,P005,R02,8527,Seasonal Naive,6003.0,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-2524.0,2524.0,6370576.0
2025-09-01,P005,R03,3485,Naive Forecast,2509.0,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,-976.0,976.0,952576.0
2025-09-01,P005,R03,3485,Random Forest,5489.202919857921,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,2004.2029198579212,2004.2029198579212,4016829.343967017
2025-09-01,P005,R03,3485,Seasonal Naive,4956.0,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,1471.0,1471.0,2163841.0
2025-09-01,P005,R04,23193,Naive Forecast,7711.0,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,-15482.0,15482.0,239692324.0
2025-09-01,P005,R04,23193,Random Forest,13064.995285200914,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,-10128.004714799086,10128.004714799086,102576479.50299253
2025-09-01,P005,R04,23193,Seasonal Naive,18481.0,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,-4712.0,4712.0,22202944.0
2025-09-01,P006,R01,3630,Naive Forecast,3649.0,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,19.0,19.0,361.0
2025-09-01,P006,R01,3630,Random Forest,4317.843628080253,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,687.8436280802534,687.8436280802534,473128.85669060604
2025-09-01,P006,R01,3630,Seasonal Naive,5772.0,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,2142.0,2142.0,4588164.0
2025-09-01,P006,R02,8651,Naive Forecast,10946.0,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,2295.0,2295.0,5267025.0
2025-09-01,P006,R02,8651,Random Forest,10263.329673021424,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,1612.3296730214242,1612.3296730214242,2599606.974505373
2025-09-01,P006,R02,8651,Seasonal Naive,10655.0,Brake System,Automotive Component,Europe,Final test / rolling one-month-ahead,2004.0,2004.0,4016016.0
2025-09-01,P006,R03,2610,Naive Forecast,8928.0,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,6318.0,6318.0,39917124.0
2025-09-01,P006,R03,2610,Random Forest,6238.378973845599,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,3628.378973845599,3628.378973845599,13165133.977844842
2025-09-01,P006,R03,2610,Seasonal Naive,8856.0,Brake System,Automotive Component,Asia,Final test / rolling one-month-ahead,6246.0,6246.0,39012516.0
2025-09-01,P006,R04,13738,Naive Forecast,5272.0,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,-8466.0,8466.0,71673156.0
2025-09-01,P006,R04,13738,Random Forest,14002.995210317453,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,264.9952103174528,264.9952103174528,70222.46149119105
2025-09-01,P006,R04,13738,Seasonal Naive,17775.0,Brake System,Automotive Component,South America,Final test / rolling one-month-ahead,4037.0,4037.0,16297369.0
2025-09-01,P007,R01,11861,Naive Forecast,7583.0,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-4278.0,4278.0,18301284.0
2025-09-01,P007,R01,11861,Random Forest,7751.434951420719,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-4109.565048579281,4109.565048579281,16888524.88850443
2025-09-01,P007,R01,11861,Seasonal Naive,8621.0,Transmission,Automotive Component,North America,Final test / rolling one-month-ahead,-3240.0,3240.0,10497600.0
2025-09-01,P007,R02,9445,Naive Forecast,3641.0,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,-5804.0,5804.0,33686416.0
2025-09-01,P007,R02,9445,Random Forest,7766.703609617817,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,-1678.2963903821828,1678.2963903821828,2816678.7739698645
2025-09-01,P007,R02,9445,Seasonal Naive,6193.0,Transmission,Automotive Component,Europe,Final test / rolling one-month-ahead,-3252.0,3252.0,10575504.0
2025-09-01,P007,R03,4513,Naive Forecast,1817.0,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,-2696.0,2696.0,7268416.0
2025-09-01,P007,R03,4513,Random Forest,5720.231749639251,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,1207.2317496392507,1207.2317496392507,1457408.4973370463
2025-09-01,P007,R03,4513,Seasonal Naive,602.0,Transmission,Automotive Component,Asia,Final test / rolling one-month-ahead,-3911.0,3911.0,15295921.0
2025-09-01,P007,R04,7724,Naive Forecast,9809.0,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,2085.0,2085.0,4347225.0
2025-09-01,P007,R04,7724,Random Forest,14167.383874790528,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,6443.383874790528,6443.383874790528,41517195.7579106
2025-09-01,P007,R04,7724,Seasonal Naive,11718.0,Transmission,Automotive Component,South America,Final test / rolling one-month-ahead,3994.0,3994.0,15952036.0
2025-09-01,P008,R01,7808,Naive Forecast,3893.0,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,-3915.0,3915.0,15327225.0
2025-09-01,P008,R01,7808,Random Forest,5172.876277181152,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,-2635.1237228188484,2635.1237228188484,6943877.034562667
2025-09-01,P008,R01,7808,Seasonal Naive,8870.0,Control Unit,Automotive Component,North America,Final test / rolling one-month-ahead,1062.0,1062.0,1127844.0
2025-09-01,P008,R02,10313,Naive Forecast,11121.0,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,808.0,808.0,652864.0
2025-09-01,P008,R02,10313,Random Forest,9111.403817945944,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,-1201.596182054056,1201.596182054056,1443833.3847268843
2025-09-01,P008,R02,10313,Seasonal Naive,21418.0,Control Unit,Automotive Component,Europe,Final test / rolling one-month-ahead,11105.0,11105.0,123321025.0
2025-09-01,P008,R03,1764,Naive Forecast,6378.0,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,4614.0,4614.0,21288996.0
2025-09-01,P008,R03,1764,Random Forest,6717.533442819545,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,4953.533442819545,4953.533442819545,24537493.56913165
2025-09-01,P008,R03,1764,Seasonal Naive,3144.0,Control Unit,Automotive Component,Asia,Final test / rolling one-month-ahead,1380.0,1380.0,1904400.0
2025-09-01,P008,R04,7396,Naive Forecast,15982.0,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,8586.0,8586.0,73719396.0
2025-09-01,P008,R04,7396,Random Forest,14409.114553306346,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,7013.114553306346,7013.114553306346,49183775.737797275
2025-09-01,P008,R04,7396,Seasonal Naive,14703.0,Control Unit,Automotive Component,South America,Final test / rolling one-month-ahead,7307.0,7307.0,53392249.0
2025-10-01,P001,R01,5834,Naive Forecast,9236.0,Battery System,EV Component,North America,Final test / rolling one-month-ahead,3402.0,3402.0,11573604.0
2025-10-01,P001,R01,5834,Random Forest,7498.23982374062,Battery System,EV Component,North America,Final test / rolling one-month-ahead,1664.2398237406196,1664.2398237406196,2769694.1909242086
2025-10-01,P001,R01,5834,Seasonal Naive,11360.0,Battery System,EV Component,North America,Final test / rolling one-month-ahead,5526.0,5526.0,30536676.0
2025-10-01,P001,R02,11017,Naive Forecast,12766.0,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,1749.0,1749.0,3059001.0
2025-10-01,P001,R02,11017,Random Forest,15096.92334232299,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,4079.9233423229907,4079.9233423229907,16645774.479232004
2025-10-01,P001,R02,11017,Seasonal Naive,12421.0,Battery System,EV Component,Europe,Final test / rolling one-month-ahead,1404.0,1404.0,1971216.0
2025-10-01,P001,R03,8080,Naive Forecast,10957.0,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,2877.0,2877.0,8277129.0
2025-10-01,P001,R03,8080,Random Forest,7471.643782265252,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-608.3562177347476,608.3562177347476,370097.2876565276
2025-10-01,P001,R03,8080,Seasonal Naive,5587.0,Battery System,EV Component,Asia,Final test / rolling one-month-ahead,-2493.0,2493.0,6215049.0
2025-10-01,P001,R04,22560,Naive Forecast,13922.0,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-8638.0,8638.0,74615044.0
2025-10-01,P001,R04,22560,Random Forest,13260.78141277882,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-9299.21858722118,9299.21858722118,86475466.33291987
2025-10-01,P001,R04,22560,Seasonal Naive,20858.0,Battery System,EV Component,South America,Final test / rolling one-month-ahead,-1702.0,1702.0,2896804.0
2025-10-01,P002,R01,6196,Naive Forecast,2160.0,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,-4036.0,4036.0,16289296.0
2025-10-01,P002,R01,6196,Random Forest,7403.533946414766,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,1207.5339464147664,1207.5339464147664,1458138.23174402
2025-10-01,P002,R01,6196,Seasonal Naive,10396.0,Powertrain,Automotive Component,North America,Final test / rolling one-month-ahead,4200.0,4200.0,17640000.0
2025-10-01,P002,R02,2473,Naive Forecast,6727.0,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,4254.0,4254.0,18096516.0
2025-10-01,P002,R02,2473,Random Forest,8703.211387631527,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,6230.211387631527,6230.211387631527,38815533.93457356
2025-10-01,P002,R02,2473,Seasonal Naive,10297.0,Powertrain,Automotive Component,Europe,Final test / rolling one-month-ahead,7824.0,7824.0,61214976.0
2025-10-01,P002,R03,7424,Naive Forecast,9572.0,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,2148.0,2148.0,4613904.0
2025-10-01,P002,R03,7424,Random Forest,7442.1876628173395,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,18.187662817339515,18.187662817339515,330.79107875723435
2025-10-01,P002,R03,7424,Seasonal Naive,6735.0,Powertrain,Automotive Component,Asia,Final test / rolling one-month-ahead,-689.0,689.0,474721.0
2025-10-01,P002,R04,18955,Naive Forecast,13134.0,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-5821.0,5821.0,33884041.0
2025-10-01,P002,R04,18955,Random Forest,16673.050036045934,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,-2281.9499639540663,2281.9499639540663,5207295.637989964
2025-10-01,P002,R04,18955,Seasonal Naive,20640.0,Powertrain,Automotive Component,South America,Final test / rolling one-month-ahead,1685.0,1685.0,2839225.0
2025-10-01,P003,R01,13679,Naive Forecast,9613.0,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-4066.0,4066.0,16532356.0
2025-10-01,P003,R01,13679,Random Forest,10559.24825868576,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-3119.7517413142396,3119.7517413142396,9732850.92743323
2025-10-01,P003,R01,13679,Seasonal Naive,9982.0,Motor Component,EV Component,North America,Final test / rolling one-month-ahead,-3697.0,3697.0,13667809.0
2025-10-01,P003,R02,20362,Naive Forecast,17143.0,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-3219.0,3219.0,10361961.0
2025-10-01,P003,R02,20362,Random Forest,14918.315785865563,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-5443.684214134437,5443.684214134437,29633697.82321646
2025-10-01,P003,R02,20362,Seasonal Naive,14130.0,Motor Component,EV Component,Europe,Final test / rolling one-month-ahead,-6232.0,6232.0,38837824.0
2025-10-01,P003,R03,6281,Naive Forecast,7599.0,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,1318.0,1318.0,1737124.0
2025-10-01,P003,R03,6281,Random Forest,7197.543133813888,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,916.5431338138878,916.5431338138878,840051.3161413823
2025-10-01,P003,R03,6281,Seasonal Naive,13778.0,Motor Component,EV Component,Asia,Final test / rolling one-month-ahead,7497.0,7497.0,56205009.0
2025-10-01,P003,R04,26405,Naive Forecast,17786.0,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-8619.0,8619.0,74287161.0
2025-10-01,P003,R04,26405,Random Forest,16074.097480755368,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-10330.902519244632,10330.902519244632,106727546.86213507
2025-10-01,P003,R04,26405,Seasonal Naive,19374.0,Motor Component,EV Component,South America,Final test / rolling one-month-ahead,-7031.0,7031.0,49434961.0
2025-10-01,P004,R01,6971,Naive Forecast,8446.0,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,1475.0,1475.0,2175625.0
2025-10-01,P004,R01,6971,Random Forest,8251.922589549567,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,1280.9225895495674,1280.9225895495674,1640762.6804183696
2025-10-01,P004,R01,6971,Seasonal Naive,11569.0,Electronic Module,Automotive Component,North America,Final test / rolling one-month-ahead,4598.0,4598.0,21141604.0
2025-10-01,P004,R02,9976,Naive Forecast,9286.0,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-690.0,690.0,476100.0
2025-10-01,P004,R02,9976,Random Forest,9694.987785632253,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-281.0122143677472,281.0122143677472,78967.86462386472
2025-10-01,P004,R02,9976,Seasonal Naive,9252.0,Electronic Module,Automotive Component,Europe,Final test / rolling one-month-ahead,-724.0,724.0,524176.0
2025-10-01,P004,R03,6061,Naive Forecast,0.0,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,-6061.0,6061.0,36735721.0
2025-10-01,P004,R03,6061,Random Forest,6360.279894718594,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,299.2798947185938,299.2798947185938,89568.4553827726
2025-10-01,P004,R03,6061,Seasonal Naive,9452.0,Electronic Module,Automotive Component,Asia,Final test / rolling one-month-ahead,3391.0,3391.0,11498881.0
2025-10-01,P004,R04,16810,Naive Forecast,5721.0,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,-11089.0,11089.0,122965921.0
2025-10-01,P004,R04,16810,Random Forest,8819.47405074555,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,-7990.52594925445,7990.52594925445,63848504.94570873
2025-10-01,P004,R04,16810,Seasonal Naive,12866.0,Electronic Module,Automotive Component,South America,Final test / rolling one-month-ahead,-3944.0,3944.0,15555136.0
2025-10-01,P005,R01,7559,Naive Forecast,10962.0,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,3403.0,3403.0,11580409.0
2025-10-01,P005,R01,7559,Random Forest,7283.233771401552,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-275.7662285984479,275.7662285984479,76047.01283541144
2025-10-01,P005,R01,7559,Seasonal Naive,4824.0,Sensor,Automotive Component,North America,Final test / rolling one-month-ahead,-2735.0,2735.0,7480225.0
2025-10-01,P005,R02,9988,Naive Forecast,8527.0,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-1461.0,1461.0,2134521.0
2025-10-01,P005,R02,9988,Random Forest,6595.65363273056,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-3392.3463672694397,3392.3463672694397,11508013.875526164
2025-10-01,P005,R02,9988,Seasonal Naive,8324.0,Sensor,Automotive Component,Europe,Final test / rolling one-month-ahead,-1664.0,1664.0,2768896.0
2025-10-01,P005,R03,8232,Naive Forecast,3485.0,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,-4747.0,4747.0,22534009.0
2025-10-01,P005,R03,8232,Random Forest,7251.583256327002,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,-980.4167436729977,980.4167436729977,961216.9912743644
2025-10-01,P005,R03,8232,Seasonal Naive,12395.0,Sensor,Automotive Component,Asia,Final test / rolling one-month-ahead,4163.0,4163.0,17330569.0
2025-10-01,P005,R04,10801,Naive Forecast,23193.0,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,12392.0,12392.0,153561664.0
2025-10-01,P005,R04,10801,Random Forest,16859.037102633472,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,6058.037102633472,6058.037102633472,36699813.53688376
2025-10-01,P005,R04,10801,Seasonal Naive,18044.0,Sensor,Automotive Component,South America,Final test / rolling one-month-ahead,7243.0,7243.0,52461049.0
2025-10-01,P006,R01,5491,Naive Forecast,3630.0,Brake System,Automotive Component,North America,Final test / rolling one-month-ahead,-1861.0,1861.0,3463321.0
