Month,Product_ID,Region_ID,Actual_Demand,Forecast_Demand
2024-11-01,P008,R03,3071,2794
2024-11-01,P008,R04,11955,11758
2024-12-01,P001,R01,12568,11486
2024-12-01,P001,R02,17105,16399
2024-12-01,P001,R03,4727,5152
2024-12-01,P001,R04,15235,15950
2024-12-01,P002,R01,13718,14419
2024-12-01,P002,R02,10879,10083
2024-12-01,P002,R03,13454,13665
2024-12-01,P002,R04,9995,9772
2024-12-01,P003,R01,10437,10925
2024-12-01,P003,R02,15439,14380
2024-12-01,P003,R03,7723,7386
2024-12-01,P003,R04,26700,28828
2024-12-01,P004,R01,3566,3330
2024-12-01,P004,R02,2731,2803
2024-12-01,P004,R03,5561,5355
2024-12-01,P004,R04,12686,11625
2024-12-01,P005,R01,7906,7469
2024-12-01,P005,R02,6525,7007
2024-12-01,P005,R03,4602,4979
2024-12-01,P005,R04,10481,10312
2024-12-01,P006,R01,7954,8146
2024-12-01,P006,R02,1955,1963
2024-12-01,P006,R03,8677,8294
2024-12-01,P006,R04,9248,8960
2024-12-01,P007,R01,6498,6532
2024-12-01,P007,R02,10472,10881
2024-12-01,P007,R03,5834,5658
2024-12-01,P007,R04,11259,11706
2024-12-01,P008,R01,8546,9333
2024-12-01,P008,R02,11938,10802
2024-12-01,P008,R03,8840,8245
2024-12-01,P008,R04,21525,23317
2025-01-01,P001,R01,5452,4984
2025-01-01,P001,R02,11387,11990
2025-01-01,P001,R03,6249,6403
2025-01-01,P001,R04,27268,24801
2025-01-01,P002,R01,8598,7739
2025-01-01,P002,R02,8850,8853
2025-01-01,P002,R03,4101,3787
2025-01-01,P002,R04,18225,19581
2025-01-01,P003,R01,11772,11726
2025-01-01,P003,R02,15134,14330
2025-01-01,P003,R03,7995,7464
2025-01-01,P003,R04,20889,22291
2025-01-01,P004,R01,7754,8093
2025-01-01,P004,R02,4705,4910
2025-01-01,P004,R03,1603,1470
2025-01-01,P004,R04,7848,8043
2025-01-01,P005,R01,9965,10701
2025-01-01,P005,R02,5879,6191
2025-01-01,P005,R03,5672,5238
2025-01-01,P005,R04,12335,13443
2025-01-01,P006,R01,6085,5561
2025-01-01,P006,R02,7605,7691
2025-01-01,P006,R03,2889,3146
2025-01-01,P006,R04,12441,13242
2025-01-01,P007,R01,3543,3671
2025-01-01,P007,R02,8282,8872
2025-01-01,P007,R03,4878,5047
2025-01-01,P007,R04,6242,5686
2025-01-01,P008,R01,9278,9001
2025-01-01,P008,R02,4598,4530
2025-01-01,P008,R03,6214,6271
2025-01-01,P008,R04,16178,15303
2025-02-01,P001,R01,8554,9206
2025-02-01,P001,R02,9822,9289
2025-02-01,P001,R03,5486,5658
2025-02-01,P001,R04,17167,18460
2025-02-01,P002,R01,2765,2893
2025-02-01,P002,R02,3961,3672
2025-02-01,P002,R03,7436,8107
2025-02-01,P002,R04,13398,12304
2025-02-01,P003,R01,10346,9725
2025-02-01,P003,R02,15534,14413
2025-02-01,P003,R03,9079,9382
2025-02-01,P003,R04,18308,19433
2025-02-01,P004,R01,7343,6958
2025-02-01,P004,R02,8662,9492
2025-02-01,P004,R03,2827,2623
2025-02-01,P004,R04,5708,5497
2025-02-01,P005,R01,12181,12157
2025-02-01,P005,R02,8044,8540
2025-02-01,P005,R03,4181,4077
2025-02-01,P005,R04,11883,11122
2025-02-01,P006,R01,7492,7439
2025-02-01,P006,R02,8902,8860
2025-02-01,P006,R03,6848,6185
2025-02-01,P006,R04,13436,12148
2025-02-01,P007,R01,6257,5978
2025-02-01,P007,R02,9124,9564
2025-02-01,P007,R03,7848,7637
2025-02-01,P007,R04,9043,8520
2025-02-01,P008,R01,7446,6869
2025-02-01,P008,R02,2205,2108
2025-02-01,P008,R03,4689,4671
2025-02-01,P008,R04,8525,7831
2025-03-01,P001,R01,3614,3263
2025-03-01,P001,R02,8363,7739
2025-03-01,P001,R03,12564,13161
2025-03-01,P001,R04,21239,21095
2025-03-01,P002,R01,7160,7081
2025-03-01,P002,R02,15758,14244
2025-03-01,P002,R03,10427,10866
2025-03-01,P002,R04,15148,14244
2025-03-01,P003,R01,11300,10375
2025-03-01,P003,R02,11379,12157
2025-03-01,P003,R03,9807,9778
2025-03-01,P003,R04,11651,12231
2025-03-01,P004,R01,4743,5048
2025-03-01,P004,R02,3898,4260
2025-03-01,P004,R03,7825,8018
2025-03-01,P004,R04,12365,11297
2025-03-01,P005,R01,6468,6542
2025-03-01,P005,R02,11019,11039
2025-03-01,P005,R03,4887,4454
2025-03-01,P005,R04,12307,11830
2025-03-01,P006,R01,8552,8401
2025-03-01,P006,R02,6678,6225
2025-03-01,P006,R03,1507,1358
2025-03-01,P006,R04,15383,16173
2025-03-01,P007,R01,8595,9199
2025-03-01,P007,R02,11643,11012
2025-03-01,P007,R03,2916,2626
2025-03-01,P007,R04,10103,10890
2025-03-01,P008,R01,9550,8850
2025-03-01,P008,R02,9941,9748
2025-03-01,P008,R03,5317,5174
2025-03-01,P008,R04,21567,20118
2025-04-01,P001,R01,7581,7730
2025-04-01,P001,R02,11323,12270
2025-04-01,P001,R03,7804,7825
2025-04-01,P001,R04,14373,15732
2025-04-01,P002,R01,3014,2827
2025-04-01,P002,R02,9279,9925
2025-04-01,P002,R03,4693,4464
2025-04-01,P002,R04,14268,13556
2025-04-01,P003,R01,6650,6141
2025-04-01,P003,R02,5484,5882
2025-04-01,P003,R03,4239,4429
2025-04-01,P003,R04,7338,7105
2025-04-01,P004,R01,1505,1459
2025-04-01,P004,R02,8543,9132
2025-04-01,P004,R03,6115,6637
2025-04-01,P004,R04,11610,11847
2025-04-01,P005,R01,2210,2168
2025-04-01,P005,R02,6359,5790
2025-04-01,P005,R03,2317,2143
2025-04-01,P005,R04,8063,7485
2025-04-01,P006,R01,5436,5193
2025-04-01,P006,R02,5455,5189
2025-04-01,P006,R03,6150,6202
2025-04-01,P006,R04,11404,12416
2025-04-01,P007,R01,9010,9661
2025-04-01,P007,R02,6710,6722
2025-04-01,P007,R03,5600,5059
2025-04-01,P007,R04,20690,18904
2025-04-01,P008,R01,3497,3749
2025-04-01,P008,R02,11407,10913
2025-04-01,P008,R03,8934,8608
2025-04-01,P008,R04,12480,11580
2025-05-01,P001,R01,8022,7577
2025-05-01,P001,R02,12796,12149
2025-05-01,P001,R03,2690,2642
2025-05-01,P001,R04,11700,11988
2025-05-01,P002,R01,6117,5937
2025-05-01,P002,R02,15070,14918
2025-05-01,P002,R03,1817,1701
2025-05-01,P002,R04,15072,13734
2025-05-01,P003,R01,9961,9658
2025-05-01,P003,R02,16713,15250
2025-05-01,P003,R03,8771,8419
2025-05-01,P003,R04,18229,19459
2025-05-01,P004,R01,7201,7009
2025-05-01,P004,R02,10646,9992
2025-05-01,P004,R03,12594,13606
2025-05-01,P004,R04,15634,16069
2025-05-01,P005,R01,5353,5875
2025-05-01,P005,R02,2169,2082
2025-05-01,P005,R03,5203,4891
2025-05-01,P005,R04,10516,10091
2025-05-01,P006,R01,4234,4498
2025-05-01,P006,R02,7576,7047
2025-05-01,P006,R03,3565,3380
2025-05-01,P006,R04,18269,19005
2025-05-01,P007,R01,361,378
2025-05-01,P007,R02,10244,11184
2025-05-01,P007,R03,1840,2016
2025-05-01,P007,R04,15893,16412
2025-05-01,P008,R01,5343,5196
2025-05-01,P008,R02,8065,7989
2025-05-01,P008,R03,4517,4462
2025-05-01,P008,R04,12675,12389
2025-06-01,P001,R01,6170,5970
2025-06-01,P001,R02,13317,12432
2025-06-01,P001,R03,6697,6517
2025-06-01,P001,R04,11271,12328
2025-06-01,P002,R01,7962,8570
2025-06-01,P002,R02,6469,6620
2025-06-01,P002,R03,7994,7502
2025-06-01,P002,R04,13792,14836
2025-06-01,P003,R01,8768,8438
2025-06-01,P003,R02,12348,12460
2025-06-01,P003,R03,7295,7895
2025-06-01,P003,R04,22398,21657
2025-06-01,P004,R01,4848,5248
2025-06-01,P004,R02,6330,5994
2025-06-01,P004,R03,10320,11204
2025-06-01,P004,R04,7689,7471
2025-06-01,P005,R01,3889,3791
2025-06-01,P005,R02,3126,3159
2025-06-01,P005,R03,3895,3775
2025-06-01,P005,R04,13461,13326
2025-06-01,P006,R01,937,937
2025-06-01,P006,R02,15868,15839
2025-06-01,P006,R03,2708,2957
2025-06-01,P006,R04,15430,14756
2025-06-01,P007,R01,5648,5404
2025-06-01,P007,R02,7455,7958
2025-06-01,P007,R03,302,295
2025-06-01,P007,R04,8867,8110
2025-06-01,P008,R01,4043,4027
2025-06-01,P008,R02,8048,8128
2025-06-01,P008,R03,5557,5687
2025-06-01,P008,R04,14338,13578
2025-07-01,P001,R01,3906,4275
2025-07-01,P001,R02,16164,16930
2025-07-01,P001,R03,1672,1745
2025-07-01,P001,R04,13417,14417
2025-07-01,P002,R01,10436,9446
2025-07-01,P002,R02,7965,8145
2025-07-01,P002,R03,6384,6789
2025-07-01,P002,R04,15238,13818
2025-07-01,P003,R01,13162,13836
2025-07-01,P003,R02,14929,16391
2025-07-01,P003,R03,3146,3204
2025-07-01,P003,R04,31424,30950
2025-07-01,P004,R01,6644,6582
2025-07-01,P004,R02,7104,7359
2025-07-01,P004,R03,3094,3137
2025-07-01,P004,R04,6207,6563
2025-07-01,P005,R01,4284,4216
2025-07-01,P005,R02,4475,4401
2025-07-01,P005,R03,4545,4768
2025-07-01,P005,R04,14274,14689
2025-07-01,P006,R01,6950,7336
2025-07-01,P006,R02,10451,11260
2025-07-01,P006,R03,4357,4150
2025-07-01,P006,R04,3376,3251
2025-07-01,P007,R01,3730,3750
2025-07-01,P007,R02,6336,6881
2025-07-01,P007,R03,9510,10146
2025-07-01,P007,R04,9075,9017
2025-07-01,P008,R01,3169,3215
2025-07-01,P008,R02,10832,11291
2025-07-01,P008,R03,10127,10172
2025-07-01,P008,R04,12345,11353
2025-08-01,P001,R01,13590,13189
2025-08-01,P001,R02,8341,7586
2025-08-01,P001,R03,15541,16068
2025-08-01,P001,R04,15289,14790
2025-08-01,P002,R01,5652,5921
2025-08-01,P002,R02,11505,11343
2025-08-01,P002,R03,5717,5197
2025-08-01,P002,R04,6928,6761
2025-08-01,P003,R01,5048,4763
2025-08-01,P003,R02,8786,8283
2025-08-01,P003,R03,7063,6890
2025-08-01,P003,R04,13825,15147
2025-08-01,P004,R01,5179,5655
2025-08-01,P004,R02,16181,17163
2025-08-01,P004,R03,4661,4423
2025-08-01,P004,R04,13092,13783
2025-08-01,P005,R01,12247,11059
2025-08-01,P005,R02,13253,12077
2025-08-01,P005,R03,2509,2677
2025-08-01,P005,R04,7711,7810
2025-08-01,P006,R01,3649,3556
2025-08-01,P006,R02,10946,11472
2025-08-01,P006,R03,8928,8239
2025-08-01,P006,R04,5272,5047
2025-08-01,P007,R01,7583,7928
2025-08-01,P007,R02,3641,3427
2025-08-01,P007,R03,1817,1853
2025-08-01,P007,R04,9809,9706
2025-08-01,P008,R01,3893,3661
2025-08-01,P008,R02,11121,11984
2025-08-01,P008,R03,6378,6295
2025-08-01,P008,R04,15982,16297
2025-09-01,P001,R01,9236,8779
2025-09-01,P001,R02,12766,12374
2025-09-01,P001,R03,10957,9968
2025-09-01,P001,R04,13922,13875
2025-09-01,P002,R01,2160,2092
2025-09-01,P002,R02,6727,6497
2025-09-01,P002,R03,9572,10318
2025-09-01,P002,R04,13134,13669
2025-09-01,P003,R01,9613,9530
2025-09-01,P003,R02,17143,16098
2025-09-01,P003,R03,7599,8318
2025-09-01,P003,R04,17786,16273
2025-09-01,P004,R01,8446,7831
2025-09-01,P004,R02,9286,8859
2025-09-01,P004,R03,0,0
2025-09-01,P004,R04,5721,5467
2025-09-01,P005,R01,10962,10943
2025-09-01,P005,R02,8527,8972
2025-09-01,P005,R03,3485,3784
2025-09-01,P005,R04,23193,23680
2025-09-01,P006,R01,3630,3545
2025-09-01,P006,R02,8651,9491
2025-09-01,P006,R03,2610,2362
2025-09-01,P006,R04,13738,14650
2025-09-01,P007,R01,11861,11333
2025-09-01,P007,R02,9445,10044
2025-09-01,P007,R03,4513,4208
2025-09-01,P007,R04,7724,7487
2025-09-01,P008,R01,7808,7114
2025-09-01,P008,R02,10313,9693
2025-09-01,P008,R03,1764,1800
2025-09-01,P008,R04,7396,7782
2025-10-01,P001,R01,5834,6313
2025-10-01,P001,R02,11017,10179
2025-10-01,P001,R03,8080,7499
2025-10-01,P001,R04,22560,24539
2025-10-01,P002,R01,6196,6525
2025-10-01,P002,R02,2473,2492
2025-10-01,P002,R03,7424,7389
2025-10-01,P002,R04,18955,17657
2025-10-01,P003,R01,13679,13348
2025-10-01,P003,R02,20362,19843
2025-10-01,P003,R03,6281,6467
2025-10-01,P003,R04,26405,26927
2025-10-01,P004,R01,6971,6357
2025-10-01,P004,R02,9976,10671
2025-10-01,P004,R03,6061,6591
2025-10-01,P004,R04,16810,17752
2025-10-01,P005,R01,7559,7072
2025-10-01,P005,R02,9988,9333
2025-10-01,P005,R03,8232,8604
2025-10-01,P005,R04,10801,10673
2025-10-01,P006,R01,5491,5797
2025-10-01,P006,R02,7239,6624
2025-10-01,P006,R03,7036,7340
2025-10-01,P006,R04,12074,11890
2025-10-01,P007,R01,7628,6912
2025-10-01,P007,R02,7126,7190
2025-10-01,P007,R03,5512,5731
2025-10-01,P007,R04,18449,18553
2025-10-01,P008,R01,8286,7661
2025-10-01,P008,R02,11161,11866
2025-10-01,P008,R03,6211,5983
2025-10-01,P008,R04,15618,16934
2025-11-01,P001,R01,10025,10840
2025-11-01,P001,R02,9580,9005
2025-11-01,P001,R03,5193,5168
2025-11-01,P001,R04,11623,10780
2025-11-01,P002,R01,7555,7823
2025-11-01,P002,R02,6599,7063
2025-11-01,P002,R03,3973,4090
2025-11-01,P002,R04,11941,11368
2025-11-01,P003,R01,10407,9525
2025-11-01,P003,R02,7785,7114
2025-11-01,P003,R03,6199,6336
2025-11-01,P003,R04,17350,18923
2025-11-01,P004,R01,128,132
2025-11-01,P004,R02,3906,4086
2025-11-01,P004,R03,6928,6691
2025-11-01,P004,R04,5192,5281
2025-11-01,P005,R01,7060,6801
2025-11-01,P005,R02,18078,19530
2025-11-01,P005,R03,4876,4517
2025-11-01,P005,R04,12639,12972
2025-11-01,P006,R01,10487,10971
2025-11-01,P006,R02,8574,8914
2025-11-01,P006,R03,5122,4873
2025-11-01,P006,R04,9967,9939
2025-11-01,P007,R01,9025,9319
2025-11-01,P007,R02,7355,7988
2025-11-01,P007,R03,10397,10396
2025-11-01,P007,R04,12290,11799
2025-11-01,P008,R01,5416,5293
2025-11-01,P008,R02,7939,8004
2025-11-01,P008,R03,845,925
2025-11-01,P008,R04,16208,16623
2025-12-01,P001,R01,12233,11388
2025-12-01,P001,R02,15907,16998
2025-12-01,P001,R03,5702,5338
2025-12-01,P001,R04,24643,22369
2025-12-01,P002,R01,7702,7086
2025-12-01,P002,R02,10468,11067
2025-12-01,P002,R03,8411,9087
2025-12-01,P002,R04,13483,12857
2025-12-01,P003,R01,9317,9313
2025-12-01,P003,R02,10879,11090
2025-12-01,P003,R03,7006,6892
2025-12-01,P003,R04,11942,10903
2025-12-01,P004,R01,1658,1510
2025-12-01,P004,R02,9544,9430
2025-12-01,P004,R03,2797,2963
2025-12-01,P004,R04,18632,17084
2025-12-01,P005,R01,4217,3968
2025-12-01,P005,R02,7417,7075
2025-12-01,P005,R03,5506,5571
2025-12-01,P005,R04,3264,2965
2025-12-01,P006,R01,6951,7451
2025-12-01,P006,R02,11575,11507
2025-12-01,P006,R03,5429,5412
2025-12-01,P006,R04,13409,12943
2025-12-01,P007,R01,9629,9074
2025-12-01,P007,R02,17343,16870
2025-12-01,P007,R03,1614,1747
2025-12-01,P007,R04,15045,13824
2025-12-01,P008,R01,10155,9262
2025-12-01,P008,R02,5950,5491
2025-12-01,P008,R03,6157,6498
2025-12-01,P008,R04,12527,11395
