Order_ID,Order_Date,Customer_ID,Product_ID,Region_ID,Quantity,Unit_Price,Revenue,Delivery_Days,Order_Status
SO01121,2023-12-19,C038,P002,R02,429,487.95,209330.55,20,Completed
SO01122,2025-05-08,C044,P004,R01,171,397.44,67962.24,9,Completed
SO01123,2025-01-17,C039,P006,R01,168,23.73,3986.64,20,Completed
SO01124,2024-10-22,C034,P006,R02,605,349.85,211659.25,8,Completed
SO01125,2025-07-21,C003,P004,R03,564,84.21,47494.44,12,Completed
SO01126,2023-05-16,C029,P001,R02,737,125.64,92596.68,15,Completed
SO01127,2024-08-28,C039,P001,R01,649,134.6,87355.4,8,Completed
SO01128,2025-04-17,C009,P006,R02,1804,264.38,476941.52,23,Completed
SO01129,2024-03-06,C035,P008,R02,308,233.31,71859.48,7,Completed
SO01130,2023-03-19,C031,P003,R02,1129,262.84,296746.36,10,Completed
SO01131,2023-04-15,C013,P006,R01,716,329.35,235814.6,6,Completed
SO01132,2023-12-12,C041,P001,R02,819,24.72,20245.68,22,Completed
SO01133,2023-09-14,C026,P002,R04,583,165.97,96760.51,25,Completed
SO01134,2025-08-11,C012,P007,R01,777,456.68,354840.36,9,Completed
SO01135,2025-12-19,C045,P002,R03,1341,275.11,368922.51,12,Completed
SO01136,2023-06-27,C016,P007,R03,689,151.84,104617.76,5,Completed
SO01137,2023-10-21,C007,P005,R02,166,293.27,48682.82,12,Completed
SO01138,2025-02-24,C031,P004,R02,1660,235.65,391179.0,15,Completed
SO01139,2023-12-09,C032,P002,R02,581,174.95,101645.95,20,Completed
SO01140,2024-05-08,C039,P005,R01,1730,238.44,412501.2,8,Completed
SO01141,2025-02-16,C006,P001,R04,1239,407.82,505288.98,24,Completed
SO01142,2024-11-23,C049,P004,R03,1934,259.78,502414.52,19,Completed
SO01143,2024-12-11,C047,P004,R04,182,36.5,6643.0,8,Completed
SO01144,2023-04-07,C031,P007,R02,881,281.81,248274.61,12,Completed
SO01145,2024-04-22,C023,P008,R04,274,69.54,19053.96,8,Completed
SO01146,2023-06-15,C030,P008,R02,1982,244.29,484182.78,29,Delayed
SO01147,2025-10-04,C039,P004,R01,1374,376.3,517036.2,29,Delayed
SO01148,2023-12-14,C026,P005,R04,177,233.52,41333.04,17,Completed
SO01149,2023-10-20,C023,P004,R04,1037,312.98,324560.26,17,Completed
SO01150,2024-05-17,C019,P004,R04,1978,467.53,924774.34,24,Completed
SO01151,2024-12-04,C004,P003,R03,943,146.5,138149.5,22,Completed
SO01152,2024-12-19,C011,P008,R04,1484,127.04,188527.36,9,Completed
SO01153,2025-12-06,C027,P008,R03,1237,414.48,512711.76,20,Completed
SO01154,2025-08-30,C035,P004,R02,720,142.44,102556.8,3,Completed
SO01155,2025-10-05,C003,P004,R03,752,193.9,145812.8,20,Completed
SO01156,2023-03-15,C010,P005,R04,630,432.0,272160.0,4,Completed
SO01157,2024-06-03,C010,P008,R04,1187,169.59,201303.33,24,Completed
SO01158,2025-10-25,C048,P003,R04,738,490.9,362284.2,7,Completed
SO01159,2024-01-26,C045,P006,R03,1419,363.35,515593.65,14,Completed
SO01160,2023-03-06,C015,P003,R04,172,69.21,11904.12,18,Completed
SO01161,2024-10-24,C031,P007,R02,574,235.54,135199.96,25,Completed
SO01162,2024-07-02,C027,P007,R03,1751,260.5,456135.5,29,Delayed
SO01163,2023-06-06,C008,P008,R04,825,234.15,193173.75,9,Completed
SO01164,2023-08-07,C021,P001,R01,1521,365.95,556609.95,10,Completed
SO01165,2025-07-21,C029,P004,R02,1850,63.85,118122.5,28,Delayed
SO01166,2025-04-08,C036,P006,R04,1157,110.93,128346.01,7,Completed
SO01167,2023-03-06,C040,P005,R01,1166,28.4,33114.4,18,Completed
SO01168,2024-09-29,C033,P007,R02,1578,187.81,296364.18,29,Delayed
SO01169,2023-11-03,C049,P001,R03,1037,298.76,309814.12,25,Completed
SO01170,2025-01-23,C042,P008,R04,725,156.22,113259.5,28,Delayed
SO01171,2023-05-28,C027,P006,R03,1202,57.16,68706.32,12,Completed
SO01172,2023-07-29,C003,P001,R03,55,297.8,16379.0,8,Completed
SO01173,2025-05-06,C018,P001,R04,1672,408.41,682861.52,24,Completed
SO01174,2025-04-02,C048,P007,R04,1285,327.41,420721.85,19,Completed
SO01175,2024-04-22,C045,P001,R03,1551,120.76,187298.76,5,Completed
SO01176,2025-02-21,C022,P002,R02,1009,257.3,259615.7,28,Delayed
SO01177,2024-06-20,C010,P001,R04,1620,488.52,791402.4,6,Completed
SO01178,2025-10-05,C017,P001,R03,292,131.78,38479.76,18,Completed
SO01179,2024-09-30,C001,P003,R01,1920,256.84,493132.8,6,Completed
SO01180,2024-05-10,C010,P004,R04,1148,160.28,184001.44,9,Completed
SO01181,2025-09-30,C007,P001,R02,364,239.75,87269.0,14,Completed
SO01182,2023-10-26,C037,P008,R04,225,335.15,75408.75,11,Completed
SO01183,2024-11-09,C020,P002,R01,547,348.31,190525.57,15,Completed
SO01184,2023-11-30,C048,P002,R04,1871,64.65,120960.15,27,Delayed
SO01185,2024-10-01,C019,P004,R04,1650,71.47,117925.5,21,Completed
SO01186,2023-05-29,C037,P006,R04,230,281.59,64765.7,6,Completed
SO01187,2025-10-17,C050,P007,R04,1537,334.79,514572.23,24,Completed
SO01188,2023-09-18,C044,P002,R01,1688,28.48,48074.24,24,Completed
SO01189,2023-07-15,C031,P004,R02,1316,419.55,552127.8,16,Completed
SO01190,2024-01-10,C048,P002,R04,287,244.17,70076.79,3,Completed
SO01191,2025-12-17,C047,P006,R04,996,403.31,401696.76,21,Completed
SO01192,2023-09-12,C018,P007,R04,1729,235.21,406678.09,9,Completed
SO01193,2023-09-05,C005,P001,R04,1410,67.21,94766.1,12,Completed
SO01194,2025-11-03,C042,P008,R04,1722,319.57,550299.54,6,Completed
SO01195,2023-03-18,C029,P003,R02,1966,98.03,192726.98,27,Delayed
SO01196,2023-10-17,C029,P006,R02,384,200.15,76857.6,20,Completed
SO01197,2024-05-21,C039,P001,R01,769,469.0,360661.0,5,Completed
SO01198,2024-03-23,C038,P005,R02,1502,298.21,447911.42,28,Delayed
SO01199,2023-10-30,C025,P007,R01,1386,121.49,168385.14,6,Completed
SO01200,2024-04-01,C037,P006,R04,569,261.38,148725.22,14,Completed
SO01201,2024-11-25,C045,P008,R03,698,49.65,34655.7,3,Completed
SO01202,2023-11-28,C012,P001,R01,1102,411.66,453649.32,27,Delayed
SO01203,2023-10-21,C002,P001,R04,111,221.09,24540.99,6,Completed
SO01204,2024-04-04,C044,P002,R01,724,414.01,299743.24,11,Completed
SO01205,2023-01-22,C044,P002,R01,625,369.19,230743.75,17,Completed
SO01206,2025-10-22,C046,P004,R01,1654,234.03,387085.62,14,Completed
SO01207,2024-11-06,C025,P008,R01,1235,325.91,402498.85,9,Completed
SO01208,2023-05-26,C003,P005,R03,446,36.51,16283.46,27,Delayed
SO01209,2025-06-19,C043,P004,R04,237,305.8,72474.6,12,Completed
SO01210,2025-06-16,C011,P006,R04,1944,456.9,888213.6,20,Completed
SO01211,2023-06-14,C046,P001,R01,605,439.3,265776.5,29,Delayed
SO01212,2024-05-12,C030,P003,R02,1337,443.35,592758.95,17,Completed
SO01213,2025-11-22,C025,P007,R01,1348,215.25,290157.0,17,Completed
SO01214,2023-01-22,C027,P006,R03,601,323.42,194375.42,29,Delayed
SO01215,2024-05-19,C042,P004,R04,462,222.89,102975.18,11,Completed
SO01216,2023-06-15,C033,P008,R02,416,491.48,204455.68,9,Completed
SO01217,2024-10-15,C005,P002,R04,155,321.45,49824.75,7,Completed
SO01218,2024-10-05,C015,P005,R04,318,34.0,10812.0,13,Completed
SO01219,2024-05-10,C050,P004,R04,166,320.87,53264.42,18,Completed
SO01220,2025-02-09,C048,P004,R04,802,291.61,233871.22,19,Completed
SO01221,2025-08-18,C042,P008,R04,1289,305.19,393389.91,11,Completed
SO01222,2024-06-30,C029,P002,R02,1259,459.12,578032.08,24,Completed
SO01223,2024-05-28,C012,P004,R01,1172,325.8,381837.6,21,Completed
SO01224,2023-05-28,C050,P004,R04,650,319.02,207363.0,11,Completed
SO01225,2023-07-26,C009,P003,R02,128,244.78,31331.84,27,Delayed
SO01226,2025-10-20,C034,P006,R02,852,268.29,228583.08,12,Completed
SO01227,2025-12-16,C048,P006,R04,753,301.19,226796.07,5,Completed
SO01228,2024-04-20,C012,P003,R01,182,482.95,87896.9,27,Delayed
SO01229,2025-02-27,C027,P007,R03,1677,314.96,528187.92,20,Completed
SO01230,2023-04-25,C037,P005,R04,1246,215.31,268276.26,26,Completed
SO01231,2024-03-05,C046,P006,R01,78,134.72,10508.16,24,Completed
SO01232,2023-02-17,C041,P002,R02,348,195.73,68114.04,19,Completed
SO01233,2025-11-27,C002,P003,R04,1737,23.4,40645.8,8,Completed
SO01234,2025-08-06,C029,P003,R02,1268,332.05,421039.4,27,Delayed
SO01235,2023-02-05,C026,P001,R04,1987,196.99,391419.13,25,Completed
SO01236,2023-06-02,C027,P001,R03,1435,86.87,124658.45,25,Completed
SO01237,2025-04-30,C045,P004,R03,1090,455.73,496745.7,10,Completed
SO01238,2024-01-10,C039,P002,R01,1789,124.21,222211.69,16,Completed
SO01239,2025-06-07,C009,P007,R02,1158,477.08,552458.64,5,Completed
SO01240,2024-09-23,C031,P003,R02,722,151.3,109238.6,16,Completed
SO01241,2023-01-20,C031,P008,R02,1596,88.67,141517.32,4,Completed
SO01242,2025-02-09,C002,P001,R04,920,307.69,283074.8,28,Delayed
SO01243,2023-01-16,C029,P005,R02,1093,259.5,283633.5,8,Completed
SO01244,2025-01-01,C032,P001,R02,1099,252.94,277981.06,27,Delayed
SO01245,2025-06-23,C005,P005,R04,62,122.26,7580.12,18,Completed
SO01246,2023-06-28,C012,P008,R01,1679,54.99,92328.21,24,Completed
SO01247,2023-10-26,C003,P001,R03,1965,489.89,962633.85,7,Completed
SO01248,2024-05-18,C008,P006,R04,265,282.52,74867.8,18,Completed
SO01249,2023-04-12,C045,P004,R03,600,482.29,289374.0,26,Completed
SO01250,2023-03-31,C040,P004,R01,1571,27.64,43422.44,20,Completed
SO01251,2024-11-18,C050,P003,R04,1600,132.17,211472.0,7,Completed
SO01252,2023-09-26,C024,P006,R02,1027,80.86,83043.22,9,Completed
SO01253,2024-04-06,C016,P001,R03,1300,97.21,126373.0,20,Completed
SO01254,2024-05-16,C015,P007,R04,482,57.89,27902.98,23,Completed
SO01255,2025-10-29,C017,P004,R03,235,277.13,65125.55,22,Completed
SO01256,2024-10-11,C013,P007,R01,515,255.35,131505.25,16,Completed
SO01257,2023-03-05,C009,P005,R02,978,468.58,458271.24,24,Completed
SO01258,2024-09-29,C035,P002,R02,1705,253.51,432234.55,22,Completed
SO01259,2024-09-12,C024,P008,R02,1926,71.01,136765.26,18,Completed
SO01260,2023-07-12,C049,P004,R03,641,351.0,224991.0,5,Completed
SO01261,2024-08-28,C012,P005,R01,852,234.71,199972.92,20,Completed
SO01262,2023-12-27,C032,P003,R02,858,258.81,222058.98,29,Delayed
SO01263,2025-04-16,C028,P002,R04,486,30.15,14652.9,5,Completed
SO01264,2024-06-26,C001,P003,R01,1174,118.39,138989.86,4,Completed
SO01265,2024-10-10,C014,P004,R03,555,439.71,244039.05,16,Completed
SO01266,2025-06-25,C031,P004,R02,1870,80.79,151077.3,19,Completed
SO01267,2024-07-30,C048,P002,R04,1097,473.01,518891.97,24,Completed
SO01268,2025-03-19,C018,P003,R04,1951,149.48,291635.48,28,Delayed
SO01269,2024-07-01,C008,P004,R04,965,369.75,356808.75,24,Completed
SO01270,2023-03-01,C035,P001,R02,1308,499.74,653659.92,19,Completed
SO01271,2025-05-17,C023,P004,R04,452,92.61,41859.72,13,Completed
SO01272,2024-02-18,C050,P006,R04,1692,57.19,96765.48,4,Completed
SO01273,2024-11-16,C022,P005,R02,867,73.77,63958.59,29,Delayed
SO01274,2025-06-03,C002,P004,R04,172,375.38,64565.36,13,Completed
SO01275,2025-05-13,C050,P002,R04,1983,253.94,503563.02,5,Completed
SO01276,2025-12-25,C044,P002,R01,1533,103.23,158251.59,9,Completed
SO01277,2023-03-13,C039,P002,R01,1866,376.81,703127.46,13,Completed
SO01278,2025-12-27,C021,P006,R01,1773,463.12,821111.76,20,Completed
SO01279,2025-03-13,C028,P008,R04,895,236.03,211246.85,27,Delayed
SO01280,2025-12-18,C018,P001,R04,1938,240.79,466651.02,19,Completed
SO01281,2023-03-03,C034,P007,R02,1591,272.96,434279.36,5,Completed
SO01282,2025-09-03,C002,P005,R04,819,367.07,300630.33,19,Completed
SO01283,2024-07-07,C014,P001,R03,477,135.71,64733.67,16,Completed
SO01284,2024-01-31,C027,P001,R03,899,64.41,57904.59,26,Completed
SO01285,2024-12-08,C047,P007,R04,1024,352.13,360581.12,24,Completed
SO01286,2023-06-10,C012,P008,R01,1386,478.43,663103.98,10,Completed
SO01287,2025-02-11,C034,P003,R02,1980,332.12,657597.6,5,Completed
SO01288,2025-04-25,C018,P008,R04,1279,213.08,272529.32,26,Completed
SO01289,2025-01-17,C008,P008,R04,1973,188.34,371594.82,7,Completed
SO01290,2023-04-30,C008,P003,R04,1176,291.56,342874.56,28,Delayed
SO01291,2023-06-22,C040,P007,R01,1165,408.5,475902.5,9,Completed
SO01292,2023-05-01,C050,P006,R04,535,493.25,263888.75,20,Completed
SO01293,2024-01-25,C038,P004,R02,717,21.9,15702.3,14,Completed
SO01294,2023-07-18,C020,P004,R01,1668,329.22,549138.96,13,Completed
SO01295,2024-04-08,C023,P003,R04,1774,123.45,219000.3,4,Completed
SO01296,2024-08-28,C048,P006,R04,1188,311.22,369729.36,18,Completed
SO01297,2023-08-02,C014,P001,R03,1693,287.28,486365.04,9,Completed
SO01298,2023-07-17,C040,P003,R01,1147,212.16,243347.52,21,Completed
SO01299,2023-02-12,C047,P008,R04,1791,123.42,221045.22,12,Completed
SO01300,2024-06-08,C037,P005,R04,154,241.78,37234.12,18,Completed
SO01301,2024-07-09,C043,P008,R04,812,165.47,134361.64,29,Delayed
SO01302,2024-01-20,C002,P008,R04,1422,283.72,403449.84,4,Completed
SO01303,2025-11-24,C033,P007,R02,672,427.75,287448.0,10,Completed
SO01304,2025-06-05,C001,P004,R01,284,204.29,58018.36,10,Completed
SO01305,2023-06-11,C008,P001,R04,1642,60.87,99948.54,11,Completed
SO01306,2023-06-12,C007,P004,R02,1536,173.47,266449.92,22,Completed
SO01307,2025-02-05,C046,P003,R01,201,198.43,39884.43,24,Completed
SO01308,2025-05-12,C043,P004,R04,724,393.4,284821.6,8,Completed
SO01309,2024-09-21,C028,P004,R04,1881,194.18,365252.58,17,Completed
SO01310,2025-06-11,C047,P003,R04,1951,341.95,667144.45,18,Completed
SO01311,2023-12-15,C049,P003,R03,1278,297.05,379629.9,23,Completed
SO01312,2023-04-06,C013,P006,R01,114,56.83,6478.62,17,Completed
SO01313,2023-04-03,C049,P002,R03,282,216.18,60962.76,14,Completed
SO01314,2025-08-21,C025,P002,R01,1084,205.46,222718.64,6,Completed
SO01315,2024-07-18,C039,P002,R01,873,100.75,87954.75,26,Completed
SO01316,2025-04-19,C012,P008,R01,1065,70.51,75093.15,22,Completed
SO01317,2024-12-16,C004,P007,R03,1893,55.08,104266.44,24,Completed
SO01318,2024-04-02,C029,P006,R02,241,23.53,5670.73,14,Completed
SO01319,2023-01-12,C039,P002,R01,923,234.46,216406.58,28,Delayed
SO01320,2024-08-24,C045,P004,R03,1406,343.33,482721.98,6,Completed
SO01321,2025-07-26,C002,P008,R04,190,322.12,61202.8,20,Completed
SO01322,2024-10-09,C031,P003,R02,793,261.79,207599.47,22,Completed
SO01323,2025-10-09,C023,P005,R04,1809,457.86,828268.74,29,Delayed
SO01324,2024-08-07,C045,P006,R03,1104,474.93,524322.72,28,Delayed
SO01325,2025-09-11,C028,P005,R04,1372,33.36,45769.92,5,Completed
SO01326,2025-09-14,C032,P006,R02,1652,496.08,819524.16,9,Completed
SO01327,2023-11-09,C008,P005,R04,1026,369.09,378686.34,3,Completed
SO01328,2025-01-31,C048,P008,R04,1311,259.13,339719.43,18,Completed
SO01329,2024-05-05,C049,P008,R03,1649,443.57,731446.93,20,Completed
SO01330,2025-08-23,C019,P001,R04,425,177.96,75633.0,8,Completed
SO01331,2024-04-01,C036,P003,R04,1675,119.97,200949.75,14,Completed
SO01332,2023-08-04,C039,P002,R01,737,205.07,151136.59,27,Delayed
SO01333,2025-03-19,C006,P007,R04,683,445.97,304597.51,22,Completed
SO01334,2023-03-08,C005,P003,R04,259,205.88,53322.92,27,Delayed
SO01335,2023-10-28,C022,P005,R02,464,471.81,218919.84,26,Completed
SO01336,2024-06-28,C006,P001,R04,1989,285.3,567461.7,11,Completed
SO01337,2025-11-16,C046,P007,R01,1863,30.1,56076.3,29,Delayed
SO01338,2024-12-21,C037,P002,R04,739,499.74,369307.86,24,Completed
SO01339,2024-06-20,C044,P001,R01,1107,43.8,48486.6,28,Delayed
SO01340,2024-04-20,C046,P003,R01,873,111.8,97601.4,27,Delayed
SO01341,2025-03-03,C020,P002,R01,1491,491.31,732543.21,14,Completed
SO01342,2025-09-03,C035,P008,R02,901,357.12,321765.12,15,Completed
SO01343,2024-08-21,C049,P001,R03,277,368.63,102110.51,12,Completed
SO01344,2024-05-11,C041,P007,R02,751,331.98,249316.98,6,Completed
SO01345,2024-07-28,C012,P001,R01,1286,369.23,474829.78,5,Completed
SO01346,2024-06-18,C019,P005,R04,352,113.52,39959.04,10,Completed
SO01347,2023-10-29,C043,P004,R04,1368,98.56,134830.08,19,Completed
SO01348,2024-10-30,C046,P003,R01,872,124.5,108564.0,6,Completed
SO01349,2024-05-05,C025,P008,R01,1976,126.45,249865.2,19,Completed
SO01350,2025-11-25,C007,P005,R02,939,423.73,397882.47,11,Completed
SO01351,2023-04-07,C036,P007,R04,1293,459.27,593836.11,25,Completed
SO01352,2024-01-19,C024,P008,R02,1153,439.57,506824.21,4,Completed
SO01353,2025-05-31,C013,P004,R01,1616,369.04,596368.64,17,Completed
SO01354,2024-08-20,C004,P006,R03,1916,246.42,472140.72,18,Completed
SO01355,2025-01-11,C021,P008,R01,989,373.02,368916.78,9,Completed
SO01356,2024-02-06,C002,P007,R04,1370,452.78,620308.6,26,Completed
SO01357,2023-12-25,C039,P002,R01,375,259.85,97443.75,13,Completed
SO01358,2024-05-24,C006,P005,R04,1698,288.3,489533.4,9,Completed
SO01359,2025-12-11,C001,P006,R01,676,135.53,91618.28,12,Completed
SO01360,2024-05-04,C013,P003,R01,918,301.11,276418.98,22,Completed
SO01361,2023-10-19,C031,P001,R02,524,285.91,149816.84,16,Completed
SO01362,2025-04-11,C017,P008,R03,647,311.77,201715.19,4,Completed
SO01363,2024-10-03,C036,P002,R04,1079,354.57,382581.03,15,Completed
SO01364,2024-12-21,C026,P003,R04,1752,22.82,39980.64,16,Completed
SO01365,2023-07-12,C046,P006,R01,1217,416.29,506624.93,26,Completed
SO01366,2023-10-31,C024,P003,R02,436,443.22,193243.92,3,Completed
SO01367,2025-10-06,C010,P007,R04,1735,216.95,376408.25,29,Delayed
SO01368,2025-03-01,C013,P003,R01,460,191.0,87860.0,16,Completed
SO01369,2023-11-30,C049,P004,R03,1679,207.36,348157.44,16,Completed
SO01370,2023-02-03,C043,P007,R04,450,234.25,105412.5,23,Completed
SO01371,2024-10-23,C011,P003,R04,1770,271.18,479988.6,12,Completed
SO01372,2023-10-19,C036,P007,R04,265,395.33,104762.45,25,Completed
SO01373,2025-08-19,C045,P006,R03,854,37.44,31973.76,8,Completed
SO01374,2024-08-12,C025,P006,R01,1198,222.9,267034.2,10,Completed
SO01375,2025-03-08,C006,P001,R04,1319,394.15,519883.85,3,Completed
SO01376,2025-06-22,C012,P002,R01,828,185.92,153941.76,20,Completed
SO01377,2025-02-07,C031,P003,R02,1874,466.3,873846.2,11,Completed
SO01378,2024-12-04,C031,P003,R02,1896,142.82,270786.72,12,Completed
SO01379,2024-05-12,C003,P006,R03,860,257.41,221372.6,5,Completed
SO01380,2023-04-13,C045,P004,R03,677,367.71,248939.67,8,Completed
SO01381,2025-01-22,C007,P007,R02,960,435.2,417792.0,22,Completed
SO01382,2024-03-27,C020,P004,R01,1043,270.16,281776.88,9,Completed
SO01383,2023-12-19,C011,P002,R04,1138,294.7,335368.6,3,Completed
SO01384,2025-06-10,C023,P003,R04,198,383.26,75885.48,14,Completed
SO01385,2025-03-30,C030,P002,R02,1455,185.9,270484.5,16,Completed
SO01386,2025-08-23,C031,P001,R02,360,432.2,155592.0,26,Completed
SO01387,2024-08-04,C002,P007,R04,1409,145.29,204713.61,3,Completed
SO01388,2023-09-23,C043,P007,R04,1614,353.18,570032.52,28,Delayed
SO01389,2024-03-18,C029,P003,R02,988,119.74,118303.12,12,Completed
SO01390,2025-05-21,C047,P002,R04,603,405.54,244540.62,12,Completed
SO01391,2025-03-26,C042,P006,R04,1203,166.17,199902.51,26,Completed
SO01392,2025-03-31,C009,P003,R02,1607,240.49,386467.43,19,Completed
SO01393,2025-05-30,C019,P002,R04,405,129.11,52289.55,15,Completed
SO01394,2023-04-23,C022,P002,R02,195,415.4,81003.0,13,Completed
SO01395,2023-01-15,C048,P002,R04,687,136.95,94084.65,18,Completed
SO01396,2023-11-20,C037,P007,R04,536,417.24,223640.64,7,Completed
SO01397,2023-02-09,C022,P005,R02,623,28.3,17630.9,3,Completed
SO01398,2025-08-06,C018,P004,R04,1436,468.06,672134.16,26,Completed
SO01399,2023-06-26,C013,P006,R01,1674,105.38,176406.12,29,Delayed
SO01400,2024-05-03,C019,P002,R04,1274,293.69,374161.06,27,Delayed
SO01401,2025-08-01,C042,P006,R04,646,228.27,147462.42,17,Completed
SO01402,2025-12-24,C041,P003,R02,1579,287.78,454404.62,11,Completed
SO01403,2024-10-14,C044,P002,R01,1354,104.28,141195.12,8,Completed
SO01404,2024-09-29,C049,P008,R03,274,96.68,26490.32,8,Completed
SO01405,2023-03-15,C029,P008,R02,1515,488.04,739380.6,6,Completed
SO01406,2024-11-06,C036,P003,R04,1633,265.44,433463.52,6,Completed
SO01407,2024-12-01,C016,P002,R03,868,157.88,137039.84,12,Completed
SO01408,2023-01-18,C010,P003,R04,1179,86.38,101842.02,3,Completed
SO01409,2024-06-18,C004,P004,R03,237,370.04,87699.48,12,Completed
SO01410,2025-05-07,C046,P008,R01,594,284.26,168850.44,12,Completed
SO01411,2023-12-02,C001,P004,R01,1206,244.35,294686.1,19,Completed
SO01412,2023-10-15,C045,P008,R03,668,91.07,60834.76,4,Completed
SO01413,2023-03-06,C042,P001,R04,1041,242.89,252848.49,29,Delayed
SO01414,2025-05-19,C009,P007,R02,571,415.65,237336.15,15,Completed
SO01415,2023-12-15,C030,P007,R02,1552,26.15,40584.8,22,Completed
SO01416,2025-06-09,C001,P004,R01,1205,277.03,333821.15,28,Delayed
SO01417,2025-08-07,C023,P006,R04,1533,269.76,413542.08,13,Completed
SO01418,2025-04-28,C050,P006,R04,1203,48.76,58658.28,12,Completed
SO01419,2023-05-22,C008,P008,R04,481,429.41,206546.21,17,Completed
SO01420,2024-07-22,C046,P008,R01,1398,95.13,132991.74,17,Completed
SO01421,2023-05-01,C043,P006,R04,1349,301.09,406170.41,20,Completed
SO01422,2023-07-09,C026,P001,R04,1999,456.53,912603.47,21,Completed
SO01423,2025-07-13,C006,P003,R04,1919,430.44,826014.36,17,Completed
SO01424,2025-10-25,C049,P008,R03,1911,176.96,338170.56,13,Completed
SO01425,2025-03-19,C011,P008,R04,1201,197.74,237485.74,26,Completed
SO01426,2025-10-03,C026,P008,R04,1499,275.53,413019.47,25,Completed
SO01427,2025-02-24,C002,P003,R04,193,93.1,17968.3,15,Completed
SO01428,2024-07-12,C021,P001,R01,465,183.31,85239.15,10,Completed
SO01429,2023-11-14,C038,P004,R02,1169,253.1,295873.9,28,Delayed
SO01430,2023-10-26,C041,P007,R02,379,174.41,66101.39,5,Completed
SO01431,2025-08-02,C014,P001,R03,1623,71.01,115249.23,19,Completed
SO01432,2023-06-19,C041,P005,R02,1358,466.4,633371.2,17,Completed
SO01433,2025-04-12,C031,P004,R02,1899,75.39,143165.61,28,Delayed
SO01434,2023-12-19,C019,P004,R04,761,38.14,29024.54,5,Completed
SO01435,2023-10-23,C017,P001,R03,277,404.92,112162.84,21,Completed
SO01436,2024-02-20,C012,P008,R01,1750,47.94,83895.0,22,Completed
SO01437,2023-09-02,C011,P003,R04,997,202.1,201493.7,29,Delayed
SO01438,2024-08-13,C030,P001,R02,989,435.69,430897.41,29,Delayed
SO01439,2023-08-28,C004,P005,R03,700,38.99,27293.0,11,Completed
SO01440,2024-02-25,C048,P003,R04,817,433.7,354332.9,12,Completed
SO01441,2023-04-17,C019,P004,R04,137,474.86,65055.82,15,Completed
SO01442,2023-02-26,C002,P005,R04,1851,383.45,709765.95,15,Completed
SO01443,2025-06-14,C048,P007,R04,1157,54.75,63345.75,3,Completed
SO01444,2025-04-20,C013,P001,R01,1007,443.6,446705.2,18,Completed
SO01445,2025-05-21,C043,P002,R04,313,64.69,20247.97,14,Completed
SO01446,2025-09-08,C049,P005,R03,112,200.05,22405.6,19,Completed
SO01447,2024-08-13,C012,P004,R01,1600,437.92,700672.0,25,Completed
SO01448,2025-07-19,C015,P003,R04,1272,73.95,94064.4,12,Completed
SO01449,2024-10-28,C044,P001,R01,1660,100.39,166647.4,27,Delayed
SO01450,2024-01-24,C019,P001,R04,1139,264.17,300889.63,3,Completed
SO01451,2025-10-28,C034,P007,R02,874,165.54,144681.96,25,Completed
SO01452,2023-02-15,C048,P007,R04,677,405.06,274225.62,3,Completed
SO01453,2023-09-30,C014,P001,R03,1365,298.27,407138.55,11,Completed
SO01454,2024-05-19,C039,P006,R01,672,133.44,89671.68,27,Delayed
SO01455,2023-08-01,C007,P007,R02,132,188.31,24856.92,17,Completed
SO01456,2024-08-16,C012,P001,R01,1231,119.95,147658.45,5,Completed
SO01457,2023-01-18,C026,P002,R04,691,360.38,249022.58,29,Delayed
SO01458,2025-08-14,C028,P002,R04,972,191.07,185720.04,22,Completed
SO01459,2023-09-17,C018,P006,R04,1264,432.2,546300.8,15,Completed
SO01460,2024-10-30,C043,P004,R04,1373,492.47,676161.31,3,Completed
SO01461,2023-01-04,C041,P001,R02,1595,144.51,230493.45,11,Completed
SO01462,2024-05-17,C018,P007,R04,655,235.34,154147.7,7,Completed
SO01463,2025-08-11,C021,P002,R01,1866,262.77,490328.82,11,Completed
SO01464,2023-06-21,C025,P008,R01,1428,370.17,528602.76,19,Completed
SO01465,2025-05-26,C008,P001,R04,886,273.08,241948.88,5,Completed
SO01466,2024-06-02,C030,P003,R02,483,446.16,215495.28,4,Completed
SO01467,2023-10-07,C025,P008,R01,1473,27.28,40183.44,17,Completed
SO01468,2025-01-12,C024,P007,R02,672,308.46,207285.12,21,Completed
SO01469,2024-03-03,C010,P002,R04,404,270.44,109257.76,10,Completed
SO01470,2024-04-23,C042,P005,R04,142,107.66,15287.72,3,Completed
SO01471,2024-09-11,C023,P006,R04,1265,387.25,489871.25,17,Completed
SO01472,2024-05-24,C019,P003,R04,713,303.26,216224.38,13,Completed
SO01473,2024-11-14,C041,P003,R02,460,63.65,29279.0,22,Completed
SO01474,2025-04-12,C031,P004,R02,1501,168.61,253083.61,7,Completed
SO01475,2025-07-11,C038,P001,R02,792,447.08,354087.36,10,Completed
SO01476,2023-12-20,C010,P008,R04,1127,145.6,164091.2,9,Completed
SO01477,2023-02-02,C048,P002,R04,302,219.64,66331.28,7,Completed
SO01478,2025-10-12,C015,P003,R04,1798,268.22,482259.56,26,Completed
SO01479,2023-12-10,C039,P003,R01,923,356.49,329040.27,25,Completed
SO01480,2025-10-01,C044,P001,R01,1993,300.28,598458.04,28,Delayed
