Month,Product_ID,Region_ID,Actual_Demand,Year,Month_Number,Time_Index
2024-07-01,P008,R02,7534,2024,7,19
2024-07-01,P008,R03,2134,2024,7,19
2024-07-01,P008,R04,16626,2024,7,19
2024-08-01,P001,R01,11369,2024,8,20
2024-08-01,P001,R02,11770,2024,8,20
2024-08-01,P001,R03,6123,2024,8,20
2024-08-01,P001,R04,14867,2024,8,20
2024-08-01,P002,R01,6714,2024,8,20
2024-08-01,P002,R02,6654,2024,8,20
2024-08-01,P002,R03,6133,2024,8,20
2024-08-01,P002,R04,7445,2024,8,20
2024-08-01,P003,R01,7571,2024,8,20
2024-08-01,P003,R02,11057,2024,8,20
2024-08-01,P003,R03,4697,2024,8,20
2024-08-01,P003,R04,22816,2024,8,20
2024-08-01,P004,R01,7324,2024,8,20
2024-08-01,P004,R02,9912,2024,8,20
2024-08-01,P004,R03,4468,2024,8,20
2024-08-01,P004,R04,11591,2024,8,20
2024-08-01,P005,R01,7231,2024,8,20
2024-08-01,P005,R02,11793,2024,8,20
2024-08-01,P005,R03,10851,2024,8,20
2024-08-01,P005,R04,10326,2024,8,20
2024-08-01,P006,R01,6894,2024,8,20
2024-08-01,P006,R02,5686,2024,8,20
2024-08-01,P006,R03,8295,2024,8,20
2024-08-01,P006,R04,17535,2024,8,20
2024-08-01,P007,R01,4840,2024,8,20
2024-08-01,P007,R02,12942,2024,8,20
2024-08-01,P007,R03,7622,2024,8,20
2024-08-01,P007,R04,8995,2024,8,20
2024-08-01,P008,R01,4764,2024,8,20
2024-08-01,P008,R02,16629,2024,8,20
2024-08-01,P008,R03,4749,2024,8,20
2024-08-01,P008,R04,9320,2024,8,20
2024-09-01,P001,R01,5908,2024,9,21
2024-09-01,P001,R02,11121,2024,9,21
2024-09-01,P001,R03,7048,2024,9,21
2024-09-01,P001,R04,18535,2024,9,21
2024-09-01,P002,R01,12959,2024,9,21
2024-09-01,P002,R02,12983,2024,9,21
2024-09-01,P002,R03,5169,2024,9,21
2024-09-01,P002,R04,6505,2024,9,21
2024-09-01,P003,R01,3887,2024,9,21
2024-09-01,P003,R02,12162,2024,9,21
2024-09-01,P003,R03,10891,2024,9,21
2024-09-01,P003,R04,16385,2024,9,21
2024-09-01,P004,R01,8407,2024,9,21
2024-09-01,P004,R02,11895,2024,9,21
2024-09-01,P004,R03,2386,2024,9,21
2024-09-01,P004,R04,16135,2024,9,21
2024-09-01,P005,R01,6260,2024,9,21
2024-09-01,P005,R02,6003,2024,9,21
2024-09-01,P005,R03,4956,2024,9,21
2024-09-01,P005,R04,18481,2024,9,21
2024-09-01,P006,R01,5772,2024,9,21
2024-09-01,P006,R02,10655,2024,9,21
2024-09-01,P006,R03,8856,2024,9,21
2024-09-01,P006,R04,17775,2024,9,21
2024-09-01,P007,R01,8621,2024,9,21
2024-09-01,P007,R02,6193,2024,9,21
2024-09-01,P007,R03,602,2024,9,21
2024-09-01,P007,R04,11718,2024,9,21
2024-09-01,P008,R01,8870,2024,9,21
2024-09-01,P008,R02,21418,2024,9,21
2024-09-01,P008,R03,3144,2024,9,21
2024-09-01,P008,R04,14703,2024,9,21
2024-10-01,P001,R01,11360,2024,10,22
2024-10-01,P001,R02,12421,2024,10,22
2024-10-01,P001,R03,5587,2024,10,22
2024-10-01,P001,R04,20858,2024,10,22
2024-10-01,P002,R01,10396,2024,10,22
2024-10-01,P002,R02,10297,2024,10,22
2024-10-01,P002,R03,6735,2024,10,22
2024-10-01,P002,R04,20640,2024,10,22
2024-10-01,P003,R01,9982,2024,10,22
2024-10-01,P003,R02,14130,2024,10,22
2024-10-01,P003,R03,13778,2024,10,22
2024-10-01,P003,R04,19374,2024,10,22
2024-10-01,P004,R01,11569,2024,10,22
2024-10-01,P004,R02,9252,2024,10,22
2024-10-01,P004,R03,9452,2024,10,22
2024-10-01,P004,R04,12866,2024,10,22
2024-10-01,P005,R01,4824,2024,10,22
2024-10-01,P005,R02,8324,2024,10,22
2024-10-01,P005,R03,12395,2024,10,22
2024-10-01,P005,R04,18044,2024,10,22
2024-10-01,P006,R01,5797,2024,10,22
2024-10-01,P006,R02,3770,2024,10,22
2024-10-01,P006,R03,5558,2024,10,22
2024-10-01,P006,R04,11014,2024,10,22
2024-10-01,P007,R01,7386,2024,10,22
2024-10-01,P007,R02,6576,2024,10,22
2024-10-01,P007,R03,7552,2024,10,22
2024-10-01,P007,R04,15887,2024,10,22
2024-10-01,P008,R01,4110,2024,10,22
2024-10-01,P008,R02,14699,2024,10,22
2024-10-01,P008,R03,4489,2024,10,22
2024-10-01,P008,R04,9335,2024,10,22
2024-11-01,P001,R01,18120,2024,11,23
2024-11-01,P001,R02,8291,2024,11,23
2024-11-01,P001,R03,6019,2024,11,23
2024-11-01,P001,R04,14712,2024,11,23
2024-11-01,P002,R01,6345,2024,11,23
2024-11-01,P002,R02,11365,2024,11,23
2024-11-01,P002,R03,7146,2024,11,23
2024-11-01,P002,R04,20301,2024,11,23
2024-11-01,P003,R01,8489,2024,11,23
2024-11-01,P003,R02,7583,2024,11,23
2024-11-01,P003,R03,11213,2024,11,23
2024-11-01,P003,R04,10627,2024,11,23
2024-11-01,P004,R01,2878,2024,11,23
2024-11-01,P004,R02,7128,2024,11,23
2024-11-01,P004,R03,6989,2024,11,23
2024-11-01,P004,R04,13355,2024,11,23
2024-11-01,P005,R01,12982,2024,11,23
2024-11-01,P005,R02,11343,2024,11,23
2024-11-01,P005,R03,1641,2024,11,23
2024-11-01,P005,R04,11716,2024,11,23
2024-11-01,P006,R01,5844,2024,11,23
2024-11-01,P006,R02,12631,2024,11,23
2024-11-01,P006,R03,5022,2024,11,23
2024-11-01,P006,R04,14200,2024,11,23
2024-11-01,P007,R01,10552,2024,11,23
2024-11-01,P007,R02,11004,2024,11,23
2024-11-01,P007,R03,2712,2024,11,23
2024-11-01,P007,R04,16290,2024,11,23
2024-11-01,P008,R01,9638,2024,11,23
2024-11-01,P008,R02,4484,2024,11,23
2024-11-01,P008,R03,3071,2024,11,23
2024-11-01,P008,R04,11955,2024,11,23
2024-12-01,P001,R01,12568,2024,12,24
2024-12-01,P001,R02,17105,2024,12,24
2024-12-01,P001,R03,4727,2024,12,24
2024-12-01,P001,R04,15235,2024,12,24
2024-12-01,P002,R01,13718,2024,12,24
2024-12-01,P002,R02,10879,2024,12,24
2024-12-01,P002,R03,13454,2024,12,24
2024-12-01,P002,R04,9995,2024,12,24
2024-12-01,P003,R01,10437,2024,12,24
2024-12-01,P003,R02,15439,2024,12,24
2024-12-01,P003,R03,7723,2024,12,24
2024-12-01,P003,R04,26700,2024,12,24
2024-12-01,P004,R01,3566,2024,12,24
2024-12-01,P004,R02,2731,2024,12,24
2024-12-01,P004,R03,5561,2024,12,24
2024-12-01,P004,R04,12686,2024,12,24
2024-12-01,P005,R01,7906,2024,12,24
2024-12-01,P005,R02,6525,2024,12,24
2024-12-01,P005,R03,4602,2024,12,24
2024-12-01,P005,R04,10481,2024,12,24
2024-12-01,P006,R01,7954,2024,12,24
2024-12-01,P006,R02,1955,2024,12,24
2024-12-01,P006,R03,8677,2024,12,24
2024-12-01,P006,R04,9248,2024,12,24
2024-12-01,P007,R01,6498,2024,12,24
2024-12-01,P007,R02,10472,2024,12,24
2024-12-01,P007,R03,5834,2024,12,24
2024-12-01,P007,R04,11259,2024,12,24
2024-12-01,P008,R01,8546,2024,12,24
2024-12-01,P008,R02,11938,2024,12,24
2024-12-01,P008,R03,8840,2024,12,24
2024-12-01,P008,R04,21525,2024,12,24
2025-01-01,P001,R01,5452,2025,1,25
2025-01-01,P001,R02,11387,2025,1,25
2025-01-01,P001,R03,6249,2025,1,25
2025-01-01,P001,R04,27268,2025,1,25
2025-01-01,P002,R01,8598,2025,1,25
2025-01-01,P002,R02,8850,2025,1,25
2025-01-01,P002,R03,4101,2025,1,25
2025-01-01,P002,R04,18225,2025,1,25
2025-01-01,P003,R01,11772,2025,1,25
2025-01-01,P003,R02,15134,2025,1,25
2025-01-01,P003,R03,7995,2025,1,25
2025-01-01,P003,R04,20889,2025,1,25
2025-01-01,P004,R01,7754,2025,1,25
2025-01-01,P004,R02,4705,2025,1,25
2025-01-01,P004,R03,1603,2025,1,25
2025-01-01,P004,R04,7848,2025,1,25
2025-01-01,P005,R01,9965,2025,1,25
2025-01-01,P005,R02,5879,2025,1,25
2025-01-01,P005,R03,5672,2025,1,25
2025-01-01,P005,R04,12335,2025,1,25
2025-01-01,P006,R01,6085,2025,1,25
2025-01-01,P006,R02,7605,2025,1,25
2025-01-01,P006,R03,2889,2025,1,25
2025-01-01,P006,R04,12441,2025,1,25
2025-01-01,P007,R01,3543,2025,1,25
2025-01-01,P007,R02,8282,2025,1,25
2025-01-01,P007,R03,4878,2025,1,25
2025-01-01,P007,R04,6242,2025,1,25
2025-01-01,P008,R01,9278,2025,1,25
2025-01-01,P008,R02,4598,2025,1,25
2025-01-01,P008,R03,6214,2025,1,25
2025-01-01,P008,R04,16178,2025,1,25
2025-02-01,P001,R01,8554,2025,2,26
2025-02-01,P001,R02,9822,2025,2,26
2025-02-01,P001,R03,5486,2025,2,26
2025-02-01,P001,R04,17167,2025,2,26
2025-02-01,P002,R01,2765,2025,2,26
2025-02-01,P002,R02,3961,2025,2,26
2025-02-01,P002,R03,7436,2025,2,26
2025-02-01,P002,R04,13398,2025,2,26
2025-02-01,P003,R01,10346,2025,2,26
2025-02-01,P003,R02,15534,2025,2,26
2025-02-01,P003,R03,9079,2025,2,26
2025-02-01,P003,R04,18308,2025,2,26
2025-02-01,P004,R01,7343,2025,2,26
2025-02-01,P004,R02,8662,2025,2,26
2025-02-01,P004,R03,2827,2025,2,26
2025-02-01,P004,R04,5708,2025,2,26
2025-02-01,P005,R01,12181,2025,2,26
2025-02-01,P005,R02,8044,2025,2,26
2025-02-01,P005,R03,4181,2025,2,26
2025-02-01,P005,R04,11883,2025,2,26
2025-02-01,P006,R01,7492,2025,2,26
2025-02-01,P006,R02,8902,2025,2,26
2025-02-01,P006,R03,6848,2025,2,26
2025-02-01,P006,R04,13436,2025,2,26
2025-02-01,P007,R01,6257,2025,2,26
2025-02-01,P007,R02,9124,2025,2,26
2025-02-01,P007,R03,7848,2025,2,26
2025-02-01,P007,R04,9043,2025,2,26
2025-02-01,P008,R01,7446,2025,2,26
2025-02-01,P008,R02,2205,2025,2,26
2025-02-01,P008,R03,4689,2025,2,26
2025-02-01,P008,R04,8525,2025,2,26
2025-03-01,P001,R01,3614,2025,3,27
2025-03-01,P001,R02,8363,2025,3,27
2025-03-01,P001,R03,12564,2025,3,27
2025-03-01,P001,R04,21239,2025,3,27
2025-03-01,P002,R01,7160,2025,3,27
2025-03-01,P002,R02,15758,2025,3,27
2025-03-01,P002,R03,10427,2025,3,27
2025-03-01,P002,R04,15148,2025,3,27
2025-03-01,P003,R01,11300,2025,3,27
2025-03-01,P003,R02,11379,2025,3,27
2025-03-01,P003,R03,9807,2025,3,27
2025-03-01,P003,R04,11651,2025,3,27
2025-03-01,P004,R01,4743,2025,3,27
2025-03-01,P004,R02,3898,2025,3,27
2025-03-01,P004,R03,7825,2025,3,27
2025-03-01,P004,R04,12365,2025,3,27
2025-03-01,P005,R01,6468,2025,3,27
2025-03-01,P005,R02,11019,2025,3,27
2025-03-01,P005,R03,4887,2025,3,27
2025-03-01,P005,R04,12307,2025,3,27
2025-03-01,P006,R01,8552,2025,3,27
2025-03-01,P006,R02,6678,2025,3,27
2025-03-01,P006,R03,1507,2025,3,27
2025-03-01,P006,R04,15383,2025,3,27
2025-03-01,P007,R01,8595,2025,3,27
2025-03-01,P007,R02,11643,2025,3,27
2025-03-01,P007,R03,2916,2025,3,27
2025-03-01,P007,R04,10103,2025,3,27
2025-03-01,P008,R01,9550,2025,3,27
2025-03-01,P008,R02,9941,2025,3,27
2025-03-01,P008,R03,5317,2025,3,27
2025-03-01,P008,R04,21567,2025,3,27
2025-04-01,P001,R01,7581,2025,4,28
2025-04-01,P001,R02,11323,2025,4,28
2025-04-01,P001,R03,7804,2025,4,28
2025-04-01,P001,R04,14373,2025,4,28
2025-04-01,P002,R01,3014,2025,4,28
2025-04-01,P002,R02,9279,2025,4,28
2025-04-01,P002,R03,4693,2025,4,28
2025-04-01,P002,R04,14268,2025,4,28
2025-04-01,P003,R01,6650,2025,4,28
2025-04-01,P003,R02,5484,2025,4,28
2025-04-01,P003,R03,4239,2025,4,28
2025-04-01,P003,R04,7338,2025,4,28
2025-04-01,P004,R01,1505,2025,4,28
2025-04-01,P004,R02,8543,2025,4,28
2025-04-01,P004,R03,6115,2025,4,28
2025-04-01,P004,R04,11610,2025,4,28
2025-04-01,P005,R01,2210,2025,4,28
2025-04-01,P005,R02,6359,2025,4,28
2025-04-01,P005,R03,2317,2025,4,28
2025-04-01,P005,R04,8063,2025,4,28
2025-04-01,P006,R01,5436,2025,4,28
2025-04-01,P006,R02,5455,2025,4,28
2025-04-01,P006,R03,6150,2025,4,28
2025-04-01,P006,R04,11404,2025,4,28
2025-04-01,P007,R01,9010,2025,4,28
2025-04-01,P007,R02,6710,2025,4,28
2025-04-01,P007,R03,5600,2025,4,28
2025-04-01,P007,R04,20690,2025,4,28
2025-04-01,P008,R01,3497,2025,4,28
2025-04-01,P008,R02,11407,2025,4,28
2025-04-01,P008,R03,8934,2025,4,28
2025-04-01,P008,R04,12480,2025,4,28
2025-05-01,P001,R01,8022,2025,5,29
2025-05-01,P001,R02,12796,2025,5,29
2025-05-01,P001,R03,2690,2025,5,29
2025-05-01,P001,R04,11700,2025,5,29
2025-05-01,P002,R01,6117,2025,5,29
2025-05-01,P002,R02,15070,2025,5,29
2025-05-01,P002,R03,1817,2025,5,29
2025-05-01,P002,R04,15072,2025,5,29
2025-05-01,P003,R01,9961,2025,5,29
2025-05-01,P003,R02,16713,2025,5,29
2025-05-01,P003,R03,8771,2025,5,29
2025-05-01,P003,R04,18229,2025,5,29
2025-05-01,P004,R01,7201,2025,5,29
2025-05-01,P004,R02,10646,2025,5,29
2025-05-01,P004,R03,12594,2025,5,29
2025-05-01,P004,R04,15634,2025,5,29
2025-05-01,P005,R01,5353,2025,5,29
2025-05-01,P005,R02,2169,2025,5,29
2025-05-01,P005,R03,5203,2025,5,29
2025-05-01,P005,R04,10516,2025,5,29
2025-05-01,P006,R01,4234,2025,5,29
2025-05-01,P006,R02,7576,2025,5,29
2025-05-01,P006,R03,3565,2025,5,29
2025-05-01,P006,R04,18269,2025,5,29
2025-05-01,P007,R01,361,2025,5,29
2025-05-01,P007,R02,10244,2025,5,29
2025-05-01,P007,R03,1840,2025,5,29
2025-05-01,P007,R04,15893,2025,5,29
2025-05-01,P008,R01,5343,2025,5,29
2025-05-01,P008,R02,8065,2025,5,29
2025-05-01,P008,R03,4517,2025,5,29
2025-05-01,P008,R04,12675,2025,5,29
2025-06-01,P001,R01,6170,2025,6,30
2025-06-01,P001,R02,13317,2025,6,30
2025-06-01,P001,R03,6697,2025,6,30
2025-06-01,P001,R04,11271,2025,6,30
2025-06-01,P002,R01,7962,2025,6,30
2025-06-01,P002,R02,6469,2025,6,30
2025-06-01,P002,R03,7994,2025,6,30
2025-06-01,P002,R04,13792,2025,6,30
2025-06-01,P003,R01,8768,2025,6,30
2025-06-01,P003,R02,12348,2025,6,30
2025-06-01,P003,R03,7295,2025,6,30
2025-06-01,P003,R04,22398,2025,6,30
2025-06-01,P004,R01,4848,2025,6,30
2025-06-01,P004,R02,6330,2025,6,30
2025-06-01,P004,R03,10320,2025,6,30
2025-06-01,P004,R04,7689,2025,6,30
2025-06-01,P005,R01,3889,2025,6,30
2025-06-01,P005,R02,3126,2025,6,30
2025-06-01,P005,R03,3895,2025,6,30
2025-06-01,P005,R04,13461,2025,6,30
2025-06-01,P006,R01,937,2025,6,30
2025-06-01,P006,R02,15868,2025,6,30
2025-06-01,P006,R03,2708,2025,6,30
2025-06-01,P006,R04,15430,2025,6,30
2025-06-01,P007,R01,5648,2025,6,30
2025-06-01,P007,R02,7455,2025,6,30
2025-06-01,P007,R03,302,2025,6,30
2025-06-01,P007,R04,8867,2025,6,30
2025-06-01,P008,R01,4043,2025,6,30
2025-06-01,P008,R02,8048,2025,6,30
2025-06-01,P008,R03,5557,2025,6,30
2025-06-01,P008,R04,14338,2025,6,30
2025-07-01,P001,R01,3906,2025,7,31
2025-07-01,P001,R02,16164,2025,7,31
2025-07-01,P001,R03,1672,2025,7,31
2025-07-01,P001,R04,13417,2025,7,31
2025-07-01,P002,R01,10436,2025,7,31
2025-07-01,P002,R02,7965,2025,7,31
2025-07-01,P002,R03,6384,2025,7,31
2025-07-01,P002,R04,15238,2025,7,31
2025-07-01,P003,R01,13162,2025,7,31
2025-07-01,P003,R02,14929,2025,7,31
2025-07-01,P003,R03,3146,2025,7,31
2025-07-01,P003,R04,31424,2025,7,31
2025-07-01,P004,R01,6644,2025,7,31
2025-07-01,P004,R02,7104,2025,7,31
2025-07-01,P004,R03,3094,2025,7,31
2025-07-01,P004,R04,6207,2025,7,31
2025-07-01,P005,R01,4284,2025,7,31
2025-07-01,P005,R02,4475,2025,7,31
2025-07-01,P005,R03,4545,2025,7,31
2025-07-01,P005,R04,14274,2025,7,31
2025-07-01,P006,R01,6950,2025,7,31
2025-07-01,P006,R02,10451,2025,7,31
2025-07-01,P006,R03,4357,2025,7,31
2025-07-01,P006,R04,3376,2025,7,31
2025-07-01,P007,R01,3730,2025,7,31
2025-07-01,P007,R02,6336,2025,7,31
2025-07-01,P007,R03,9510,2025,7,31
2025-07-01,P007,R04,9075,2025,7,31
2025-07-01,P008,R01,3169,2025,7,31
2025-07-01,P008,R02,10832,2025,7,31
2025-07-01,P008,R03,10127,2025,7,31
2025-07-01,P008,R04,12345,2025,7,31
2025-08-01,P001,R01,13590,2025,8,32
2025-08-01,P001,R02,8341,2025,8,32
2025-08-01,P001,R03,15541,2025,8,32
2025-08-01,P001,R04,15289,2025,8,32
2025-08-01,P002,R01,5652,2025,8,32
2025-08-01,P002,R02,11505,2025,8,32
2025-08-01,P002,R03,5717,2025,8,32
2025-08-01,P002,R04,6928,2025,8,32
2025-08-01,P003,R01,5048,2025,8,32
2025-08-01,P003,R02,8786,2025,8,32
2025-08-01,P003,R03,7063,2025,8,32
2025-08-01,P003,R04,13825,2025,8,32
2025-08-01,P004,R01,5179,2025,8,32
2025-08-01,P004,R02,16181,2025,8,32
2025-08-01,P004,R03,4661,2025,8,32
2025-08-01,P004,R04,13092,2025,8,32
2025-08-01,P005,R01,12247,2025,8,32
2025-08-01,P005,R02,13253,2025,8,32
2025-08-01,P005,R03,2509,2025,8,32
2025-08-01,P005,R04,7711,2025,8,32
2025-08-01,P006,R01,3649,2025,8,32
2025-08-01,P006,R02,10946,2025,8,32
2025-08-01,P006,R03,8928,2025,8,32
2025-08-01,P006,R04,5272,2025,8,32
2025-08-01,P007,R01,7583,2025,8,32
2025-08-01,P007,R02,3641,2025,8,32
2025-08-01,P007,R03,1817,2025,8,32
2025-08-01,P007,R04,9809,2025,8,32
2025-08-01,P008,R01,3893,2025,8,32
2025-08-01,P008,R02,11121,2025,8,32
2025-08-01,P008,R03,6378,2025,8,32
2025-08-01,P008,R04,15982,2025,8,32
2025-09-01,P001,R01,9236,2025,9,33
2025-09-01,P001,R02,12766,2025,9,33
2025-09-01,P001,R03,10957,2025,9,33
2025-09-01,P001,R04,13922,2025,9,33
2025-09-01,P002,R01,2160,2025,9,33
2025-09-01,P002,R02,6727,2025,9,33
2025-09-01,P002,R03,9572,2025,9,33
2025-09-01,P002,R04,13134,2025,9,33
2025-09-01,P003,R01,9613,2025,9,33
2025-09-01,P003,R02,17143,2025,9,33
2025-09-01,P003,R03,7599,2025,9,33
2025-09-01,P003,R04,17786,2025,9,33
2025-09-01,P004,R01,8446,2025,9,33
2025-09-01,P004,R02,9286,2025,9,33
2025-09-01,P004,R03,0,2025,9,33
2025-09-01,P004,R04,5721,2025,9,33
2025-09-01,P005,R01,10962,2025,9,33
2025-09-01,P005,R02,8527,2025,9,33
2025-09-01,P005,R03,3485,2025,9,33
2025-09-01,P005,R04,23193,2025,9,33
2025-09-01,P006,R01,3630,2025,9,33
2025-09-01,P006,R02,8651,2025,9,33
2025-09-01,P006,R03,2610,2025,9,33
2025-09-01,P006,R04,13738,2025,9,33
2025-09-01,P007,R01,11861,2025,9,33
2025-09-01,P007,R02,9445,2025,9,33
2025-09-01,P007,R03,4513,2025,9,33
2025-09-01,P007,R04,7724,2025,9,33
2025-09-01,P008,R01,7808,2025,9,33
2025-09-01,P008,R02,10313,2025,9,33
2025-09-01,P008,R03,1764,2025,9,33
2025-09-01,P008,R04,7396,2025,9,33
2025-10-01,P001,R01,5834,2025,10,34
2025-10-01,P001,R02,11017,2025,10,34
2025-10-01,P001,R03,8080,2025,10,34
2025-10-01,P001,R04,22560,2025,10,34
2025-10-01,P002,R01,6196,2025,10,34
2025-10-01,P002,R02,2473,2025,10,34
2025-10-01,P002,R03,7424,2025,10,34
2025-10-01,P002,R04,18955,2025,10,34
2025-10-01,P003,R01,13679,2025,10,34
2025-10-01,P003,R02,20362,2025,10,34
2025-10-01,P003,R03,6281,2025,10,34
2025-10-01,P003,R04,26405,2025,10,34
2025-10-01,P004,R01,6971,2025,10,34
2025-10-01,P004,R02,9976,2025,10,34
2025-10-01,P004,R03,6061,2025,10,34
2025-10-01,P004,R04,16810,2025,10,34
2025-10-01,P005,R01,7559,2025,10,34
2025-10-01,P005,R02,9988,2025,10,34
2025-10-01,P005,R03,8232,2025,10,34
2025-10-01,P005,R04,10801,2025,10,34
2025-10-01,P006,R01,5491,2025,10,34
2025-10-01,P006,R02,7239,2025,10,34
2025-10-01,P006,R03,7036,2025,10,34
2025-10-01,P006,R04,12074,2025,10,34
2025-10-01,P007,R01,7628,2025,10,34
2025-10-01,P007,R02,7126,2025,10,34
2025-10-01,P007,R03,5512,2025,10,34
2025-10-01,P007,R04,18449,2025,10,34
2025-10-01,P008,R01,8286,2025,10,34
2025-10-01,P008,R02,11161,2025,10,34
2025-10-01,P008,R03,6211,2025,10,34
2025-10-01,P008,R04,15618,2025,10,34
2025-11-01,P001,R01,10025,2025,11,35
2025-11-01,P001,R02,9580,2025,11,35
2025-11-01,P001,R03,5193,2025,11,35
2025-11-01,P001,R04,11623,2025,11,35
2025-11-01,P002,R01,7555,2025,11,35
2025-11-01,P002,R02,6599,2025,11,35
2025-11-01,P002,R03,3973,2025,11,35
2025-11-01,P002,R04,11941,2025,11,35
2025-11-01,P003,R01,10407,2025,11,35
2025-11-01,P003,R02,7785,2025,11,35
2025-11-01,P003,R03,6199,2025,11,35
2025-11-01,P003,R04,17350,2025,11,35
2025-11-01,P004,R01,128,2025,11,35
2025-11-01,P004,R02,3906,2025,11,35
2025-11-01,P004,R03,6928,2025,11,35
2025-11-01,P004,R04,5192,2025,11,35
2025-11-01,P005,R01,7060,2025,11,35
2025-11-01,P005,R02,18078,2025,11,35
2025-11-01,P005,R03,4876,2025,11,35
2025-11-01,P005,R04,12639,2025,11,35
2025-11-01,P006,R01,10487,2025,11,35
2025-11-01,P006,R02,8574,2025,11,35
2025-11-01,P006,R03,5122,2025,11,35
2025-11-01,P006,R04,9967,2025,11,35
2025-11-01,P007,R01,9025,2025,11,35
2025-11-01,P007,R02,7355,2025,11,35
2025-11-01,P007,R03,10397,2025,11,35
2025-11-01,P007,R04,12290,2025,11,35
2025-11-01,P008,R01,5416,2025,11,35
2025-11-01,P008,R02,7939,2025,11,35
2025-11-01,P008,R03,845,2025,11,35
2025-11-01,P008,R04,16208,2025,11,35
2025-12-01,P001,R01,12233,2025,12,36
2025-12-01,P001,R02,15907,2025,12,36
2025-12-01,P001,R03,5702,2025,12,36
2025-12-01,P001,R04,24643,2025,12,36
2025-12-01,P002,R01,7702,2025,12,36
2025-12-01,P002,R02,10468,2025,12,36
2025-12-01,P002,R03,8411,2025,12,36
2025-12-01,P002,R04,13483,2025,12,36
2025-12-01,P003,R01,9317,2025,12,36
2025-12-01,P003,R02,10879,2025,12,36
2025-12-01,P003,R03,7006,2025,12,36
2025-12-01,P003,R04,11942,2025,12,36
2025-12-01,P004,R01,1658,2025,12,36
2025-12-01,P004,R02,9544,2025,12,36
2025-12-01,P004,R03,2797,2025,12,36
2025-12-01,P004,R04,18632,2025,12,36
2025-12-01,P005,R01,4217,2025,12,36
2025-12-01,P005,R02,7417,2025,12,36
2025-12-01,P005,R03,5506,2025,12,36
2025-12-01,P005,R04,3264,2025,12,36
2025-12-01,P006,R01,6951,2025,12,36
2025-12-01,P006,R02,11575,2025,12,36
2025-12-01,P006,R03,5429,2025,12,36
2025-12-01,P006,R04,13409,2025,12,36
2025-12-01,P007,R01,9629,2025,12,36
2025-12-01,P007,R02,17343,2025,12,36
2025-12-01,P007,R03,1614,2025,12,36
2025-12-01,P007,R04,15045,2025,12,36
2025-12-01,P008,R01,10155,2025,12,36
2025-12-01,P008,R02,5950,2025,12,36
2025-12-01,P008,R03,6157,2025,12,36
2025-12-01,P008,R04,12527,2025,12,36
