Month,Product_ID,Region_ID,Actual_Demand,Year,Month_Number,Time_Index,Demand_Lag_1,Demand_Lag_2,Demand_Lag_3,Demand_Lag_6,Demand_Lag_12,Demand_Rolling_Mean_3,Demand_Rolling_Mean_6,Quarter
2024-03-01,P002,R03,5112,2024,3,15,1312.0,1888.0,2757.0,3335.0,2308.0,1985.6666666666667,3680.0,1
2024-04-01,P002,R03,5248,2024,4,16,5112.0,1312.0,1888.0,7759.0,1788.0,2770.6666666666665,3976.1666666666665,2
2024-05-01,P002,R03,4176,2024,5,17,5248.0,5112.0,1312.0,5029.0,6614.0,3890.6666666666665,3557.6666666666665,2
2024-06-01,P002,R03,3755,2024,6,18,4176.0,5248.0,5112.0,2757.0,4229.0,4845.333333333333,3415.5,2
2024-07-01,P002,R03,8810,2024,7,19,3755.0,4176.0,5248.0,1888.0,2137.0,4393.0,3581.8333333333335,3
2024-08-01,P002,R03,6133,2024,8,20,8810.0,3755.0,4176.0,1312.0,7607.0,5580.333333333333,4735.5,3
2024-09-01,P002,R03,5169,2024,9,21,6133.0,8810.0,3755.0,5112.0,3335.0,6232.666666666667,5539.0,3
2024-10-01,P002,R03,6735,2024,10,22,5169.0,6133.0,8810.0,5248.0,7759.0,6704.0,5548.5,4
2024-11-01,P002,R03,7146,2024,11,23,6735.0,5169.0,6133.0,4176.0,5029.0,6012.333333333333,5796.333333333333,4
2024-12-01,P002,R03,13454,2024,12,24,7146.0,6735.0,5169.0,3755.0,2757.0,6350.0,6291.333333333333,4
2025-01-01,P002,R03,4101,2025,1,25,13454.0,7146.0,6735.0,8810.0,1888.0,9111.666666666666,7907.833333333333,1
2025-02-01,P002,R03,7436,2025,2,26,4101.0,13454.0,7146.0,6133.0,1312.0,8233.666666666666,7123.0,1
2025-03-01,P002,R03,10427,2025,3,27,7436.0,4101.0,13454.0,5169.0,5112.0,8330.333333333334,7340.166666666667,1
2025-04-01,P002,R03,4693,2025,4,28,10427.0,7436.0,4101.0,6735.0,5248.0,7321.333333333333,8216.5,2
2025-05-01,P002,R03,1817,2025,5,29,4693.0,10427.0,7436.0,7146.0,4176.0,7518.666666666667,7876.166666666667,2
2025-06-01,P002,R03,7994,2025,6,30,1817.0,4693.0,10427.0,13454.0,3755.0,5645.666666666667,6988.0,2
2025-07-01,P002,R03,6384,2025,7,31,7994.0,1817.0,4693.0,4101.0,8810.0,4834.666666666667,6078.0,3
2025-08-01,P002,R03,5717,2025,8,32,6384.0,7994.0,1817.0,7436.0,6133.0,5398.333333333333,6458.5,3
2025-09-01,P002,R03,9572,2025,9,33,5717.0,6384.0,7994.0,10427.0,5169.0,6698.333333333333,6172.0,3
2025-10-01,P002,R03,7424,2025,10,34,9572.0,5717.0,6384.0,4693.0,6735.0,7224.333333333333,6029.5,4
2025-11-01,P002,R03,3973,2025,11,35,7424.0,9572.0,5717.0,1817.0,7146.0,7571.0,6484.666666666667,4
2025-12-01,P002,R03,8411,2025,12,36,3973.0,7424.0,9572.0,7994.0,13454.0,6989.666666666667,6844.0,4
2023-01-01,P002,R04,17017,2023,1,1,,,,,,,,1
2023-02-01,P002,R04,6630,2023,2,2,17017.0,,,,,,,1
2023-03-01,P002,R04,6061,2023,3,3,6630.0,17017.0,,,,,,1
2023-04-01,P002,R04,9228,2023,4,4,6061.0,6630.0,17017.0,,,9902.666666666666,,2
2023-05-01,P002,R04,9313,2023,5,5,9228.0,6061.0,6630.0,,,7306.333333333333,,2
2023-06-01,P002,R04,10080,2023,6,6,9313.0,9228.0,6061.0,,,8200.666666666666,,2
2023-07-01,P002,R04,12680,2023,7,7,10080.0,9313.0,9228.0,17017.0,,9540.333333333334,9721.5,3
2023-08-01,P002,R04,4951,2023,8,8,12680.0,10080.0,9313.0,6630.0,,10691.0,8998.666666666666,3
2023-09-01,P002,R04,12204,2023,9,9,4951.0,12680.0,10080.0,6061.0,,9237.0,8718.833333333334,3
2023-10-01,P002,R04,20471,2023,10,10,12204.0,4951.0,12680.0,9228.0,,9945.0,9742.666666666666,4
2023-11-01,P002,R04,18381,2023,11,11,20471.0,12204.0,4951.0,9313.0,,12542.0,11616.5,4
2023-12-01,P002,R04,16410,2023,12,12,18381.0,20471.0,12204.0,10080.0,,17018.666666666668,13127.833333333334,4
2024-01-01,P002,R04,7893,2024,1,13,16410.0,18381.0,20471.0,12680.0,17017.0,18420.666666666668,14182.833333333334,1
2024-02-01,P002,R04,13364,2024,2,14,7893.0,16410.0,18381.0,4951.0,6630.0,14228.0,13385.0,1
2024-03-01,P002,R04,12611,2024,3,15,13364.0,7893.0,16410.0,12204.0,6061.0,12555.666666666666,14787.166666666666,1
2024-04-01,P002,R04,8125,2024,4,16,12611.0,13364.0,7893.0,20471.0,9228.0,11289.333333333334,14855.0,2
2024-05-01,P002,R04,12129,2024,5,17,8125.0,12611.0,13364.0,18381.0,9313.0,11366.666666666666,12797.333333333334,2
2024-06-01,P002,R04,16515,2024,6,18,12129.0,8125.0,12611.0,16410.0,10080.0,10955.0,11755.333333333334,2
2024-07-01,P002,R04,13114,2024,7,19,16515.0,12129.0,8125.0,7893.0,12680.0,12256.333333333334,11772.833333333334,3
2024-08-01,P002,R04,7445,2024,8,20,13114.0,16515.0,12129.0,13364.0,4951.0,13919.333333333334,12643.0,3
2024-09-01,P002,R04,6505,2024,9,21,7445.0,13114.0,16515.0,12611.0,12204.0,12358.0,11656.5,3
2024-10-01,P002,R04,20640,2024,10,22,6505.0,7445.0,13114.0,8125.0,20471.0,9021.333333333334,10638.833333333334,4
2024-11-01,P002,R04,20301,2024,11,23,20640.0,6505.0,7445.0,12129.0,18381.0,11530.0,12724.666666666666,4
2024-12-01,P002,R04,9995,2024,12,24,20301.0,20640.0,6505.0,16515.0,16410.0,15815.333333333334,14086.666666666666,4
2025-01-01,P002,R04,18225,2025,1,25,9995.0,20301.0,20640.0,13114.0,7893.0,16978.666666666668,13000.0,1
2025-02-01,P002,R04,13398,2025,2,26,18225.0,9995.0,20301.0,7445.0,13364.0,16173.666666666666,13851.833333333334,1
2025-03-01,P002,R04,15148,2025,3,27,13398.0,18225.0,9995.0,6505.0,12611.0,13872.666666666666,14844.0,1
2025-04-01,P002,R04,14268,2025,4,28,15148.0,13398.0,18225.0,20640.0,8125.0,15590.333333333334,16284.5,2
2025-05-01,P002,R04,15072,2025,5,29,14268.0,15148.0,13398.0,20301.0,12129.0,14271.333333333334,15222.5,2
2025-06-01,P002,R04,13792,2025,6,30,15072.0,14268.0,15148.0,9995.0,16515.0,14829.333333333334,14351.0,2
2025-07-01,P002,R04,15238,2025,7,31,13792.0,15072.0,14268.0,18225.0,13114.0,14377.333333333334,14983.833333333334,3
2025-08-01,P002,R04,6928,2025,8,32,15238.0,13792.0,15072.0,13398.0,7445.0,14700.666666666666,14486.0,3
2025-09-01,P002,R04,13134,2025,9,33,6928.0,15238.0,13792.0,15148.0,6505.0,11986.0,13407.666666666666,3
2025-10-01,P002,R04,18955,2025,10,34,13134.0,6928.0,15238.0,14268.0,20640.0,11766.666666666666,13072.0,4
2025-11-01,P002,R04,11941,2025,11,35,18955.0,13134.0,6928.0,15072.0,20301.0,13005.666666666666,13853.166666666666,4
2025-12-01,P002,R04,13483,2025,12,36,11941.0,18955.0,13134.0,13792.0,9995.0,14676.666666666666,13331.333333333334,4
2023-01-01,P003,R01,7511,2023,1,1,,,,,,,,1
2023-02-01,P003,R01,3087,2023,2,2,7511.0,,,,,,,1
2023-03-01,P003,R01,4540,2023,3,3,3087.0,7511.0,,,,,,1
2023-04-01,P003,R01,6950,2023,4,4,4540.0,3087.0,7511.0,,,5046.0,,2
2023-05-01,P003,R01,10269,2023,5,5,6950.0,4540.0,3087.0,,,4859.0,,2
2023-06-01,P003,R01,3326,2023,6,6,10269.0,6950.0,4540.0,,,7253.0,,2
2023-07-01,P003,R01,8636,2023,7,7,3326.0,10269.0,6950.0,7511.0,,6848.333333333333,5947.166666666667,3
2023-08-01,P003,R01,11356,2023,8,8,8636.0,3326.0,10269.0,3087.0,,7410.333333333333,6134.666666666667,3
2023-09-01,P003,R01,5789,2023,9,9,11356.0,8636.0,3326.0,4540.0,,7772.666666666667,7512.833333333333,3
2023-10-01,P003,R01,4794,2023,10,10,5789.0,11356.0,8636.0,6950.0,,8593.666666666666,7721.0,4
2023-11-01,P003,R01,4360,2023,11,11,4794.0,5789.0,11356.0,10269.0,,7313.0,7361.666666666667,4
2023-12-01,P003,R01,9592,2023,12,12,4360.0,4794.0,5789.0,3326.0,,4981.0,6376.833333333333,4
2024-01-01,P003,R01,6683,2024,1,13,9592.0,4360.0,4794.0,8636.0,7511.0,6248.666666666667,7421.166666666667,1
2024-02-01,P003,R01,7378,2024,2,14,6683.0,9592.0,4360.0,11356.0,3087.0,6878.333333333333,7095.666666666667,1
2024-03-01,P003,R01,8005,2024,3,15,7378.0,6683.0,9592.0,5789.0,4540.0,7884.333333333333,6432.666666666667,1
2024-04-01,P003,R01,7092,2024,4,16,8005.0,7378.0,6683.0,4794.0,6950.0,7355.333333333333,6802.0,2
2024-05-01,P003,R01,6864,2024,5,17,7092.0,8005.0,7378.0,4360.0,10269.0,7491.666666666667,7185.0,2
2024-06-01,P003,R01,2623,2024,6,18,6864.0,7092.0,8005.0,9592.0,3326.0,7320.333333333333,7602.333333333333,2
2024-07-01,P003,R01,12481,2024,7,19,2623.0,6864.0,7092.0,6683.0,8636.0,5526.333333333333,6440.833333333333,3
2024-08-01,P003,R01,7571,2024,8,20,12481.0,2623.0,6864.0,7378.0,11356.0,7322.666666666667,7407.166666666667,3
2024-09-01,P003,R01,3887,2024,9,21,7571.0,12481.0,2623.0,8005.0,5789.0,7558.333333333333,7439.333333333333,3
2024-10-01,P003,R01,9982,2024,10,22,3887.0,7571.0,12481.0,7092.0,4794.0,7979.666666666667,6753.0,4
2024-11-01,P003,R01,8489,2024,11,23,9982.0,3887.0,7571.0,6864.0,4360.0,7146.666666666667,7234.666666666667,4
2024-12-01,P003,R01,10437,2024,12,24,8489.0,9982.0,3887.0,2623.0,9592.0,7452.666666666667,7505.5,4
2025-01-01,P003,R01,11772,2025,1,25,10437.0,8489.0,9982.0,12481.0,6683.0,9636.0,8807.833333333334,1
2025-02-01,P003,R01,10346,2025,2,26,11772.0,10437.0,8489.0,7571.0,7378.0,10232.666666666666,8689.666666666666,1
2025-03-01,P003,R01,11300,2025,3,27,10346.0,11772.0,10437.0,3887.0,8005.0,10851.666666666666,9152.166666666666,1
2025-04-01,P003,R01,6650,2025,4,28,11300.0,10346.0,11772.0,9982.0,7092.0,11139.333333333334,10387.666666666666,2
2025-05-01,P003,R01,9961,2025,5,29,6650.0,11300.0,10346.0,8489.0,6864.0,9432.0,9832.333333333334,2
2025-06-01,P003,R01,8768,2025,6,30,9961.0,6650.0,11300.0,10437.0,2623.0,9303.666666666666,10077.666666666666,2
2025-07-01,P003,R01,13162,2025,7,31,8768.0,9961.0,6650.0,11772.0,12481.0,8459.666666666666,9799.5,3
2025-08-01,P003,R01,5048,2025,8,32,13162.0,8768.0,9961.0,10346.0,7571.0,10630.333333333334,10031.166666666666,3
2025-09-01,P003,R01,9613,2025,9,33,5048.0,13162.0,8768.0,11300.0,3887.0,8992.666666666666,9148.166666666666,3
2025-10-01,P003,R01,13679,2025,10,34,9613.0,5048.0,13162.0,6650.0,9982.0,9274.333333333334,8867.0,4
2025-11-01,P003,R01,10407,2025,11,35,13679.0,9613.0,5048.0,9961.0,8489.0,9446.666666666666,10038.5,4
2025-12-01,P003,R01,9317,2025,12,36,10407.0,13679.0,9613.0,8768.0,10437.0,11233.0,10112.833333333334,4
2023-01-01,P003,R02,6622,2023,1,1,,,,,,,,1
2023-02-01,P003,R02,9911,2023,2,2,6622.0,,,,,,,1
2023-03-01,P003,R02,12564,2023,3,3,9911.0,6622.0,,,,,,1
2023-04-01,P003,R02,11109,2023,4,4,12564.0,9911.0,6622.0,,,9699.0,,2
2023-05-01,P003,R02,6960,2023,5,5,11109.0,12564.0,9911.0,,,11194.666666666666,,2
2023-06-01,P003,R02,8951,2023,6,6,6960.0,11109.0,12564.0,,,10211.0,,2
2023-07-01,P003,R02,15834,2023,7,7,8951.0,6960.0,11109.0,6622.0,,9006.666666666666,9352.833333333334,3
2023-08-01,P003,R02,10073,2023,8,8,15834.0,8951.0,6960.0,9911.0,,10581.666666666666,10888.166666666666,3
2023-09-01,P003,R02,7909,2023,9,9,10073.0,15834.0,8951.0,12564.0,,11619.333333333334,10915.166666666666,3
2023-10-01,P003,R02,10455,2023,10,10,7909.0,10073.0,15834.0,11109.0,,11272.0,10139.333333333334,4
2023-11-01,P003,R02,8483,2023,11,11,10455.0,7909.0,10073.0,6960.0,,9479.0,10030.333333333334,4
2023-12-01,P003,R02,8193,2023,12,12,8483.0,10455.0,7909.0,8951.0,,8949.0,10284.166666666666,4
2024-01-01,P003,R02,12196,2024,1,13,8193.0,8483.0,10455.0,15834.0,6622.0,9043.666666666666,10157.833333333334,1
2024-02-01,P003,R02,11291,2024,2,14,12196.0,8193.0,8483.0,10073.0,9911.0,9624.0,9551.5,1
2024-03-01,P003,R02,9761,2024,3,15,11291.0,12196.0,8193.0,7909.0,12564.0,10560.0,9754.5,1
2024-04-01,P003,R02,11105,2024,4,16,9761.0,11291.0,12196.0,10455.0,11109.0,11082.666666666666,10063.166666666666,2
2024-05-01,P003,R02,16086,2024,5,17,11105.0,9761.0,11291.0,8483.0,6960.0,10719.0,10171.5,2
2024-06-01,P003,R02,11164,2024,6,18,16086.0,11105.0,9761.0,8193.0,8951.0,12317.333333333334,11438.666666666666,2
2024-07-01,P003,R02,10329,2024,7,19,11164.0,16086.0,11105.0,12196.0,15834.0,12785.0,11933.833333333334,3
2024-08-01,P003,R02,11057,2024,8,20,10329.0,11164.0,16086.0,11291.0,10073.0,12526.333333333334,11622.666666666666,3
2024-09-01,P003,R02,12162,2024,9,21,11057.0,10329.0,11164.0,9761.0,7909.0,10850.0,11583.666666666666,3
2024-10-01,P003,R02,14130,2024,10,22,12162.0,11057.0,10329.0,11105.0,10455.0,11182.666666666666,11983.833333333334,4
2024-11-01,P003,R02,7583,2024,11,23,14130.0,12162.0,11057.0,16086.0,8483.0,12449.666666666666,12488.0,4
2024-12-01,P003,R02,15439,2024,12,24,7583.0,14130.0,12162.0,11164.0,8193.0,11291.666666666666,11070.833333333334,4
2025-01-01,P003,R02,15134,2025,1,25,15439.0,7583.0,14130.0,10329.0,12196.0,12384.0,11783.333333333334,1
2025-02-01,P003,R02,15534,2025,2,26,15134.0,15439.0,7583.0,11057.0,11291.0,12718.666666666666,12584.166666666666,1
2025-03-01,P003,R02,11379,2025,3,27,15534.0,15134.0,15439.0,12162.0,9761.0,15369.0,13330.333333333334,1
2025-04-01,P003,R02,5484,2025,4,28,11379.0,15534.0,15134.0,14130.0,11105.0,14015.666666666666,13199.833333333334,2
2025-05-01,P003,R02,16713,2025,5,29,5484.0,11379.0,15534.0,7583.0,16086.0,10799.0,11758.833333333334,2
2025-06-01,P003,R02,12348,2025,6,30,16713.0,5484.0,11379.0,15439.0,11164.0,11192.0,13280.5,2
2025-07-01,P003,R02,14929,2025,7,31,12348.0,16713.0,5484.0,15134.0,10329.0,11515.0,12765.333333333334,3
2025-08-01,P003,R02,8786,2025,8,32,14929.0,12348.0,16713.0,15534.0,11057.0,14663.333333333334,12731.166666666666,3
2025-09-01,P003,R02,17143,2025,9,33,8786.0,14929.0,12348.0,11379.0,12162.0,12021.0,11606.5,3
2025-10-01,P003,R02,20362,2025,10,34,17143.0,8786.0,14929.0,5484.0,14130.0,13619.333333333334,12567.166666666666,4
2025-11-01,P003,R02,7785,2025,11,35,20362.0,17143.0,8786.0,16713.0,7583.0,15430.333333333334,15046.833333333334,4
2025-12-01,P003,R02,10879,2025,12,36,7785.0,20362.0,17143.0,12348.0,15439.0,15096.666666666666,13558.833333333334,4
2023-01-01,P003,R03,3054,2023,1,1,,,,,,,,1
2023-02-01,P003,R03,8033,2023,2,2,3054.0,,,,,,,1
2023-03-01,P003,R03,11001,2023,3,3,8033.0,3054.0,,,,,,1
2023-04-01,P003,R03,5860,2023,4,4,11001.0,8033.0,3054.0,,,7362.666666666667,,2
2023-05-01,P003,R03,2135,2023,5,5,5860.0,11001.0,8033.0,,,8298.0,,2
2023-06-01,P003,R03,1257,2023,6,6,2135.0,5860.0,11001.0,,,6332.0,,2
2023-07-01,P003,R03,979,2023,7,7,1257.0,2135.0,5860.0,3054.0,,3084.0,5223.333333333333,3
2023-08-01,P003,R03,6635,2023,8,8,979.0,1257.0,2135.0,8033.0,,1457.0,4877.5,3
2023-09-01,P003,R03,2196,2023,9,9,6635.0,979.0,1257.0,11001.0,,2957.0,4644.5,3
2023-10-01,P003,R03,6182,2023,10,10,2196.0,6635.0,979.0,5860.0,,3270.0,3177.0,4
2023-11-01,P003,R03,6310,2023,11,11,6182.0,2196.0,6635.0,2135.0,,5004.333333333333,3230.6666666666665,4
2023-12-01,P003,R03,9263,2023,12,12,6310.0,6182.0,2196.0,1257.0,,4896.0,3926.5,4
2024-01-01,P003,R03,12207,2024,1,13,9263.0,6310.0,6182.0,979.0,3054.0,7251.666666666667,5260.833333333333,1
2024-02-01,P003,R03,4799,2024,2,14,12207.0,9263.0,6310.0,6635.0,8033.0,9260.0,7132.166666666667,1
2024-03-01,P003,R03,7753,2024,3,15,4799.0,12207.0,9263.0,2196.0,11001.0,8756.333333333334,6826.166666666667,1
2024-04-01,P003,R03,8320,2024,4,16,7753.0,4799.0,12207.0,6182.0,5860.0,8253.0,7752.333333333333,2
2024-05-01,P003,R03,3727,2024,5,17,8320.0,7753.0,4799.0,6310.0,2135.0,6957.333333333333,8108.666666666667,2
2024-06-01,P003,R03,3413,2024,6,18,3727.0,8320.0,7753.0,9263.0,1257.0,6600.0,7678.166666666667,2
2024-07-01,P003,R03,11838,2024,7,19,3413.0,3727.0,8320.0,12207.0,979.0,5153.333333333333,6703.166666666667,3
2024-08-01,P003,R03,4697,2024,8,20,11838.0,3413.0,3727.0,4799.0,6635.0,6326.0,6641.666666666667,3
2024-09-01,P003,R03,10891,2024,9,21,4697.0,11838.0,3413.0,7753.0,2196.0,6649.333333333333,6624.666666666667,3
2024-10-01,P003,R03,13778,2024,10,22,10891.0,4697.0,11838.0,8320.0,6182.0,9142.0,7147.666666666667,4
2024-11-01,P003,R03,11213,2024,11,23,13778.0,10891.0,4697.0,3727.0,6310.0,9788.666666666666,8057.333333333333,4
2024-12-01,P003,R03,7723,2024,12,24,11213.0,13778.0,10891.0,3413.0,9263.0,11960.666666666666,9305.0,4
2025-01-01,P003,R03,7995,2025,1,25,7723.0,11213.0,13778.0,11838.0,12207.0,10904.666666666666,10023.333333333334,1
2025-02-01,P003,R03,9079,2025,2,26,7995.0,7723.0,11213.0,4697.0,4799.0,8977.0,9382.833333333334,1
2025-03-01,P003,R03,9807,2025,3,27,9079.0,7995.0,7723.0,10891.0,7753.0,8265.666666666666,10113.166666666666,1
2025-04-01,P003,R03,4239,2025,4,28,9807.0,9079.0,7995.0,13778.0,8320.0,8960.333333333334,9932.5,2
2025-05-01,P003,R03,8771,2025,5,29,4239.0,9807.0,9079.0,11213.0,3727.0,7708.333333333333,8342.666666666666,2
2025-06-01,P003,R03,7295,2025,6,30,8771.0,4239.0,9807.0,7723.0,3413.0,7605.666666666667,7935.666666666667,2
2025-07-01,P003,R03,3146,2025,7,31,7295.0,8771.0,4239.0,7995.0,11838.0,6768.333333333333,7864.333333333333,3
2025-08-01,P003,R03,7063,2025,8,32,3146.0,7295.0,8771.0,9079.0,4697.0,6404.0,7056.166666666667,3
2025-09-01,P003,R03,7599,2025,9,33,7063.0,3146.0,7295.0,9807.0,10891.0,5834.666666666667,6720.166666666667,3
2025-10-01,P003,R03,6281,2025,10,34,7599.0,7063.0,3146.0,4239.0,13778.0,5936.0,6352.166666666667,4
2025-11-01,P003,R03,6199,2025,11,35,6281.0,7599.0,7063.0,8771.0,11213.0,6981.0,6692.5,4
2025-12-01,P003,R03,7006,2025,12,36,6199.0,6281.0,7599.0,7295.0,7723.0,6693.0,6263.833333333333,4
2023-01-01,P003,R04,16977,2023,1,1,,,,,,,,1
2023-02-01,P003,R04,12112,2023,2,2,16977.0,,,,,,,1
2023-03-01,P003,R04,12210,2023,3,3,12112.0,16977.0,,,,,,1
2023-04-01,P003,R04,16666,2023,4,4,12210.0,12112.0,16977.0,,,13766.333333333334,,2
2023-05-01,P003,R04,10844,2023,5,5,16666.0,12210.0,12112.0,,,13662.666666666666,,2
2023-06-01,P003,R04,9007,2023,6,6,10844.0,16666.0,12210.0,,,13240.0,,2
2023-07-01,P003,R04,11687,2023,7,7,9007.0,10844.0,16666.0,16977.0,,12172.333333333334,12969.333333333334,3
2023-08-01,P003,R04,12649,2023,8,8,11687.0,9007.0,10844.0,12112.0,,10512.666666666666,12087.666666666666,3
2023-09-01,P003,R04,11995,2023,9,9,12649.0,11687.0,9007.0,12210.0,,11114.333333333334,12177.166666666666,3
2023-10-01,P003,R04,18189,2023,10,10,11995.0,12649.0,11687.0,16666.0,,12110.333333333334,12141.333333333334,4
2023-11-01,P003,R04,12667,2023,11,11,18189.0,11995.0,12649.0,10844.0,,14277.666666666666,12395.166666666666,4
2023-12-01,P003,R04,20386,2023,12,12,12667.0,18189.0,11995.0,9007.0,,14283.666666666666,12699.0,4
2024-01-01,P003,R04,13130,2024,1,13,20386.0,12667.0,18189.0,11687.0,16977.0,17080.666666666668,14595.5,1
2024-02-01,P003,R04,8909,2024,2,14,13130.0,20386.0,12667.0,12649.0,12112.0,15394.333333333334,14836.0,1
2024-03-01,P003,R04,12989,2024,3,15,8909.0,13130.0,20386.0,11995.0,12210.0,14141.666666666666,14212.666666666666,1
2024-04-01,P003,R04,20946,2024,4,16,12989.0,8909.0,13130.0,18189.0,16666.0,11676.0,14378.333333333334,2
2024-05-01,P003,R04,19730,2024,5,17,20946.0,12989.0,8909.0,12667.0,10844.0,14281.333333333334,14837.833333333334,2
2024-06-01,P003,R04,10444,2024,6,18,19730.0,20946.0,12989.0,20386.0,9007.0,17888.333333333332,16015.0,2
2024-07-01,P003,R04,16523,2024,7,19,10444.0,19730.0,20946.0,13130.0,11687.0,17040.0,14358.0,3
2024-08-01,P003,R04,22816,2024,8,20,16523.0,10444.0,19730.0,8909.0,12649.0,15565.666666666666,14923.5,3
2024-09-01,P003,R04,16385,2024,9,21,22816.0,16523.0,10444.0,12989.0,11995.0,16594.333333333332,17241.333333333332,3
2024-10-01,P003,R04,19374,2024,10,22,16385.0,22816.0,16523.0,20946.0,18189.0,18574.666666666668,17807.333333333332,4
2024-11-01,P003,R04,10627,2024,11,23,19374.0,16385.0,22816.0,19730.0,12667.0,19525.0,17545.333333333332,4
2024-12-01,P003,R04,26700,2024,12,24,10627.0,19374.0,16385.0,10444.0,20386.0,15462.0,16028.166666666666,4
2025-01-01,P003,R04,20889,2025,1,25,26700.0,10627.0,19374.0,16523.0,13130.0,18900.333333333332,18737.5,1
2025-02-01,P003,R04,18308,2025,2,26,20889.0,26700.0,10627.0,22816.0,8909.0,19405.333333333332,19465.166666666668,1
2025-03-01,P003,R04,11651,2025,3,27,18308.0,20889.0,26700.0,16385.0,12989.0,21965.666666666668,18713.833333333332,1
2025-04-01,P003,R04,7338,2025,4,28,11651.0,18308.0,20889.0,19374.0,20946.0,16949.333333333332,17924.833333333332,2
2025-05-01,P003,R04,18229,2025,5,29,7338.0,11651.0,18308.0,10627.0,19730.0,12432.333333333334,15918.833333333334,2
2025-06-01,P003,R04,22398,2025,6,30,18229.0,7338.0,11651.0,26700.0,10444.0,12406.0,17185.833333333332,2
2025-07-01,P003,R04,31424,2025,7,31,22398.0,18229.0,7338.0,20889.0,16523.0,15988.333333333334,16468.833333333332,3
2025-08-01,P003,R04,13825,2025,8,32,31424.0,22398.0,18229.0,18308.0,22816.0,24017.0,18224.666666666668,3
2025-09-01,P003,R04,17786,2025,9,33,13825.0,31424.0,22398.0,11651.0,16385.0,22549.0,17477.5,3
2025-10-01,P003,R04,26405,2025,10,34,17786.0,13825.0,31424.0,7338.0,19374.0,21011.666666666668,18500.0,4
2025-11-01,P003,R04,17350,2025,11,35,26405.0,17786.0,13825.0,18229.0,10627.0,19338.666666666668,21677.833333333332,4
2025-12-01,P003,R04,11942,2025,12,36,17350.0,26405.0,17786.0,22398.0,26700.0,20513.666666666668,21531.333333333332,4
2023-01-01,P004,R01,1280,2023,1,1,,,,,,,,1
2023-02-01,P004,R01,15429,2023,2,2,1280.0,,,,,,,1
2023-03-01,P004,R01,9047,2023,3,3,15429.0,1280.0,,,,,,1
2023-04-01,P004,R01,6902,2023,4,4,9047.0,15429.0,1280.0,,,8585.333333333334,,2
2023-05-01,P004,R01,7644,2023,5,5,6902.0,9047.0,15429.0,,,10459.333333333334,,2
2023-06-01,P004,R01,5696,2023,6,6,7644.0,6902.0,9047.0,,,7864.333333333333,,2
2023-07-01,P004,R01,7469,2023,7,7,5696.0,7644.0,6902.0,1280.0,,6747.333333333333,7666.333333333333,3
2023-08-01,P004,R01,3286,2023,8,8,7469.0,5696.0,7644.0,15429.0,,6936.333333333333,8697.833333333334,3
2023-09-01,P004,R01,6768,2023,9,9,3286.0,7469.0,5696.0,9047.0,,5483.666666666667,6674.0,3
2023-10-01,P004,R01,11380,2023,10,10,6768.0,3286.0,7469.0,6902.0,,5841.0,6294.166666666667,4
2023-11-01,P004,R01,4626,2023,11,11,11380.0,6768.0,3286.0,7644.0,,7144.666666666667,7040.5,4
2023-12-01,P004,R01,12919,2023,12,12,4626.0,11380.0,6768.0,5696.0,,7591.333333333333,6537.5,4
2024-01-01,P004,R01,4491,2024,1,13,12919.0,4626.0,11380.0,7469.0,1280.0,9641.666666666666,7741.333333333333,1
2024-02-01,P004,R01,6931,2024,2,14,4491.0,12919.0,4626.0,3286.0,15429.0,7345.333333333333,7245.0,1
2024-03-01,P004,R01,5326,2024,3,15,6931.0,4491.0,12919.0,6768.0,9047.0,8113.666666666667,7852.5,1
2024-04-01,P004,R01,9286,2024,4,16,5326.0,6931.0,4491.0,11380.0,6902.0,5582.666666666667,7612.166666666667,2
2024-05-01,P004,R01,11598,2024,5,17,9286.0,5326.0,6931.0,4626.0,7644.0,7181.0,7263.166666666667,2
2024-06-01,P004,R01,4024,2024,6,18,11598.0,9286.0,5326.0,12919.0,5696.0,8736.666666666666,8425.166666666666,2
2024-07-01,P004,R01,6748,2024,7,19,4024.0,11598.0,9286.0,4491.0,7469.0,8302.666666666666,6942.666666666667,3
2024-08-01,P004,R01,7324,2024,8,20,6748.0,4024.0,11598.0,6931.0,3286.0,7456.666666666667,7318.833333333333,3
2024-09-01,P004,R01,8407,2024,9,21,7324.0,6748.0,4024.0,5326.0,6768.0,6032.0,7384.333333333333,3
2024-10-01,P004,R01,11569,2024,10,22,8407.0,7324.0,6748.0,9286.0,11380.0,7493.0,7897.833333333333,4
2024-11-01,P004,R01,2878,2024,11,23,11569.0,8407.0,7324.0,11598.0,4626.0,9100.0,8278.333333333334,4
2024-12-01,P004,R01,3566,2024,12,24,2878.0,11569.0,8407.0,4024.0,12919.0,7618.0,6825.0,4
2025-01-01,P004,R01,7754,2025,1,25,3566.0,2878.0,11569.0,6748.0,4491.0,6004.333333333333,6748.666666666667,1
2025-02-01,P004,R01,7343,2025,2,26,7754.0,3566.0,2878.0,7324.0,6931.0,4732.666666666667,6916.333333333333,1
2025-03-01,P004,R01,4743,2025,3,27,7343.0,7754.0,3566.0,8407.0,5326.0,6221.0,6919.5,1
2025-04-01,P004,R01,1505,2025,4,28,4743.0,7343.0,7754.0,11569.0,9286.0,6613.333333333333,6308.833333333333,2
